,count,inflections
différent,1,différents
romantiqu,1,romantique
dissimilar,94,dissimilar
between,1337,"BETWEEN, Between, between"
clang,6,clanging
passsion,2,passsionate
inuit,2,Inuit
etcetera,19,etcetera
nick+micheala,2,Nick+Micheala
|one,57,|oneness
clearest,1,clearest
requir,228,"requirement, requires"
prime,2,"Prime, prime"
krishna,18,Krishna
alskar,2,alskar
pimp,2,pimp
artist,69,"artistic, artists, artist"
4795643837,4,4795643837
middle-class,4,"Middle-Class, Middle-class"
tiku,1,tiku
*marathi:,1,*Marathi:
roger,127,"Roger, rogering"
978-0060958282,22,978-0060958282
tombolini,1,Tombolini
where,244,"where, Where"
"press,",1,"Press,"
vision,14,"Visions, vision"
b0c4de,5,b0c4de
narada,23,Narada
long-last,26,long-lasting
gour,4,Gour
surgeri,1,surgery
"beings,",2,"beings,"
kuvkuytfiyfyjtfyjtf,1,kuvkuytfiyfyjtfyjtf
marlenn,1,marlenne
isabel,2,Isabel
gangster,3,gangster
anywayz,2,anywayz
diver,184,"diverse, diversity, diverses"
um,1,um
months—maintain,27,months—maintained
ubiquit,8,ubiquitous
gilkarov,1,Gilkarov
encyloped,1,encylopedic
canaanit,36,Canaanite
"top,",1,"top,"
b0d4de,2,b0d4de
assumpt,25,assumptions
lettin,2,lettin
convictions.,3,convictions.
screen,104,screening
250px,2,250px
imran,1,IMRAN
spare,1,spare
ud,1,ud
amori,1,amoris
procreat,1,procreate
//www.siceditorial.com/obra.asp,1,//www.siceditorial.com/obra.asp
non-romant,12,non-romantic
amatoria,80,"amatoria, Amatoria"
fit,3,fit
cycl,4,"cycles, cycle"
unreciproc,14,unreciprocated
s,1167,"s, S"
kapampangan,2,Kapampangan
whimsic,5,whimsical
mani,1313,"many, Many"
''chines,32,''Chinese
suimaru,2,Suimaru
loveliest,1,loveliest
exagger,12,"exaggerated, exaggeration"
twin,2,"Twin, twin"
3006,4,3006
anti,7,anti
crew,8,crew
प्रेम,2,प्रेम
kinna,1,kinna
almighti,1,Almighty
companionship,1,companionship
stretch,1,stretches
west,4,West
lufu,25,"lufu, Lufu"
breath,172,"breath, breathe, breathing, Breathing"
don’t,5,"don’t, Don’t"
teddi,1,Teddy
deuteronomi,143,Deuteronomy
luff,1,luff
ages|,1,Ages|
deadliest,1,deadliest
psychotherapi,3,Psychotherapy
creo,1,creo
admiration|admir,32,Admiration|Admiration
'rel,26,'relative
0-19-283372-3,1,0-19-283372-3
‘s,2,‘s
former,119,former
|title=lik,3,|title=Liking
bhava,3,bhava
patoi,1,Patois
059.jpg|thumb|left|200px|,1,059.jpg|thumb|left|200px|
parleront,1,parleront
====selfless,1,====Selfless
scriptur,51,"scripture, Scripture, Scriptures"
//www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20051225_deus-caritas-est_en.html,18,//www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20051225_deus-caritas-est_en.html
forelskels,1,Forelskelse
ive,4,ive
fansasm,1,fansasm
canon,7,Canonical
ivi,16,ivy
bror,1,bror
hannahcccccccccccccahhahahahaahhaahahahaahhahahahhahahaahahhaaaaaaahahahahahahahahahhfffbabdsbfdsjfhdsjkfhsjkfhsdfsjdfdsklfjslkdfjsdlkfjsdklfjsdfkl,1,HANNAhcccccccccccccahhahahahaahhaahahahaahhahahahhahahaahahhaaaaaaahahahahahahahahahhfffbabdsbfdsjfhdsjkfhsjkfhsdfsjdfdsklfjslkdfjsdlkfjsdklfjsdfkl
pursu,106,"pursue, pursued"
fame,276,fame
|helen,52,|Helen
smoother,1,smoother
kegan,3,"Kegan, kegan"
econom,8,"economics, economic, Economics"
*malay:,1,*Malay:
enrich,1,enrich
damon,1,Damon
7779,103,7779
//www.templetonpress.org/bookreviews_detail.asp,5,//www.templetonpress.org/bookreviews_detail.asp
sukiyanen,1,Sukiyanen
sefer,2,Sefer
barber,1,Barber
pelvis|pelv,1,pelvis|pelvic
''amicitia,77,''amicitia
extern,9,"Externally, External, external"
peck|,1,Peck|
fact|date=april,6,Fact|date=April
by-product,3,by-product
mohawk,2,Mohawk
*flemish:,1,*Flemish:
machen,1,machen
temptat,1,Temptation
1co,1,1Co
chennelyn,1,Chennelyn
pacient,1,pacientes
klfd,1,klfds
rest,20,"REST, rest"
steamer,1,Steamer
babyyyyyyi,1,BABYYYYYYY
//www.how-to-kiss.u,3,//www.how-to-kiss.us
foreva,1,FOREVA
concentr,133,"concentrated, concentrate, concentrates, concentrations"
indulg,214,"indulgence, indulge, indulgent"
kirk,1,Kirk
rawrrrrrrrrrrrrrrrrrrrrrrrrr,1,RAWRRRRRRRRRRRRRRRRRRRRRRRRR
=mytholog,1,=Mythological
littl,363,"little, LITTLE, Little"
color,15,colored
nymphomaniac,1,nymphomaniac
joyful,1,joyfull
rejoic,176,"rejoices, rejoice"
around,17,"around, AROUND"
polygamy.,1,polygamy.
libb,44,Libb
libe,1,libe
dark,2,"Dark, dark"
ei=xivct8htdebn0qxykoxldq,6,ei=xIVcT8HTDebN0QXykoXLDQ
pop,51,"popped, popping, Pop, pop"
darl,1,Darling
groups.,40,groups.
wani,1,Wani
meat,2,meat
clan,4,clan
60,1,60s
"dick,",1,"dick,"
stranger,129,"strangers, Stranger"
"hunger,",1,"hunger,"
ξενία,45,ξενία
mykola,1,Mykola
''per,99,''per
rachael,4,RACHAEL
updat,1,update
clay,2,Clay
.plz,1,.PLZ
kh_nhaum,1,kh_nhaum
manag,4,Management
==share,1,==Shared
'passion,34,'passion
tina,4,"TINA, Tina"
platonicschool,69,PlatonicSchool
iuygehdiuyedjhebdauwbhdiuabweldiuabwudybuakwybdauwgduiagdqadad,1,iuygehdiuyedjhebdauwbhdiuabweldiuabwudybuakwybdauwgduiagdqadad
muscl,4,"muscles, muscle"
satisfactori,2,satisfactory
kenrick,5,"Kenrick, KENRICK"
wanting.,1,wanting.
whooo,1,WHOOO
tave,3,"Tave, TAVE"
poll,335,"polled, Poll"
luce,1,luce
"companionate,",1,"companionate,"
definit,1491,"Definitional, Definition, definition, definite, definitely, definitively, Definitions, definitions"
kiss.jpg|thumb|right|a,2,Kiss.jpg|thumb|right|A
evolv,39,"evolves, evolving, evolved, evolve"
“ai,1,“Ai
917,2,917
notabl,37,"notably, Notably, notable"
refer,2125,"References, refered, Reference, reference, Refer, referred, references, refers, referring, refer"
khbdavi,1,khbdavi
power,380,"power, Power, powerful"
maplestori,1,maplestory
brit.,2,Brit.
ration,15,"rational, rationalize"
===hinduism===,1,===Hinduism===
pluralist,13,pluralistic
jahan,1,Jahan
graag,1,graag
standpoint,1,standpoint
thailand,1,Thailand
went,14,went
''fantasi,1,''fantasy
stone,14,"Stone, stone"
xoxo,1,xoxo
post-op,3,"post-operative, Post-operative"
“absolut,1,“absolute
side,27,"sided, side, sides"
bone,2,"bone, BONE"
neighbor,169,"neighbors, neighbor"
act,481,"acting, act, acted, acts"
luck,4,luck
ياخشى,65,ياخشى
|title=confessio,3,|title=Confessio
services|,1,services|
cara,1,cara
dannil,1,DANNILLE
"undefinable,",2,"undefinable,"
surinam,2,Surinam
surviv,19,"survive, survival, survived"
homeless,5,homeless
wade,1,Wade
poopoo,2,poopoo
het,3,het
her,248,"her, Her, HER"
"abuse,",1,"abuse,"
ryang,1,Ryang
dispassion,104,dispassionate
hez,1,hez
sebi,1,SEBI
hee,1,Hee
italia,2,italia
fdsaf,1,fdsaf
racquel,2,Racquel
hej,1,hej
仁,4,仁
ago,16,ago
kahayu,4,kahayu
cultiv,6,cultivate
conclud,2,"concluded, conclude"
"16–18,",1,"16–18,"
pkxxx,1,PKxxx
another.,51,another.
dhaneel,1,Dhaneel
"another,",3,"another,"
mughal,1,Mughal
categor,49,"categorically, categorized"
selvia,1,Selvia
pull,1,pull
assi,1,assis
dirti,2,"dirty, Dirty"
rage,2,rage
selove,1,selovees
saranghapanida,1,Saranghapanida
flirt,84,"flirt, Flirting, flirting"
you”,4,you”
akhtar,4,Akhtar
arounnd,1,arounnd
miłość,189,Miłość
darker,1,darker
gone,90,gone
gong,6,gong
ad,79,"adding, added, AD, ad"
creat,405,"creates, creating, created, create"
af,1,af
ai,349,"ai, AI, Ai"
ah,3,"ah, AH"
name|lov,2,name|Lovers
am,101,"AM, am"
al,72,"AL, al, als"
mundo,4,mundo
kannada,2,Kannada
ap,1,AP
as,8,"ass, ASS"
ar,103,"Ars, ar"
au,4,Au
at,1296,"AT, At, at"
brotherli,104,"Brotherly, brotherly"
av,1,av
'amanti,4,'amanti
az,8,az
cream,114,"CREAM, cream"
urwr,1,urwr
puppi,183,"Puppy, puppy"
trueopenlove.org/reference/ancientlovepoetry.html,2,TrueOpenLove.org/reference/AncientLovePoetry.html
abolish,1,abolishes
1111,1,1111
2006-11-15,1,2006-11-15
nerve-rack,14,nerve-racking
foggi,1,FOGGY
sculptur,24,sculpture
"oh,",1,"Oh,"
shaun,5,Shaun
genuin,27,genuine
terri,2,"terry, Terry"
anmerkung,1,anmerkung
|right,3,|right
a.,15,A.
brotherhood,92,brotherhood
tajkowski,1,Tajkowski
===persian===,9,===Persian===
natalia,1,Natalia
you=m,2,You=Me
mask,25,mask
raphael,38,Raphael
adam,23,"ADAM, Adams, adam, Adam"
posbbil,1,posbbile
==definitions==,39,==Definitions==
scn,27,scn
consider,175,"consideration, considerable"
illustr,266,"Illustrated, illustrated, illustration"
*korean:,1,*Korean:
//flatrock.org.nz/topics/relationships/from_love_and_limerence.htm,5,//flatrock.org.nz/topics/relationships/from_love_and_limerence.htm
reson,1,resonance
nors,103,Norse
subjug,44,subjugation
tangsinul,2,Tangsinul
incap,1,incapable
tu,3,"tu, Tu"
tr,153,"TR, tr"
intertwin,78,intertwined
tn,1,TNS
to,19739,"To, to, TO"
tl,157,tl
taim,2,Taim
|bow,4,|bow
th,77,th
ti,13,"ti, TI, Ti"
tg,4,tg
td,1,TD
te,154,"Te, te, TE"
norm,1,norm
ta,41,"Ta, ta"
corollari,50,corollaries
shalt,10,shalt
732-309-9136,1,732-309-9136
reader,2,readers
longtim,1,longtime
chavalinha,1,chavalinha
candid,33,candidate
candic,4,"Candice, CANDICE"
*malayalam:,1,*Malayalam:
strang,32,"strange, Strange"
''amār,18,"''amāre, ''Amāre"
"notably,",1,"Notably,"
appart,1,appart
harri,5,"Harris, HARRIS, HARRY"
mandi,5,"Mandi, Mandy"
t.,5,T.
sang,2,"Sang, SANG"
sand,1,sand
sane,2,sane
thmb,1,thmb
nowiki,5,nowiki
small,72,"small, Small"
mammal,105,"mammal, mammals"
dsa,1,dsa
upsuck,1,upsuck
enterpris,1,Enterprise
doubter,10,Doubter
ಪ್ರೀತಿ,4,ಪ್ರೀತಿ
traditional:,1,traditional:
đầu,1,Đầu
sunfire98|sunfire98,1,Sunfire98|Sunfire98
past,10,past
12–24,27,12–24
===deification===,1,===Deification===
hanrahan,1,Hanrahan
eds.,1,eds.
anywho,1,anywho
tiffani,2,"Tiffani, Tiffany"
section,3,section
''—or,2,''—or
delet,2,delete
të,2,të
ilya,1,Ilya
method,4,"Method, method"
contrast,631,"contrasts, contrasted, contrast"
''idem,1,''Idem
needed|date=octob,2,needed|date=October
full,115,"full, Fullness"
"talker,",1,"talker,"
sentient,9,sentient
|volume=16,3,|volume=16
infin,3,infinity
ganda,4,ganda
intimacy|,1,intimacy|
rakkau,211,Rakkaus
*latvian:,1,*Latvian:
inher,200,"inherent, inherently, inher"
hast,2,hast
legend,1,legends
hopeth,10,hopeth
ecstat,56,ecstatic
hewalayan,1,Hewalayan
mcuh,2,mcuh
prior,40,"Prior, prior"
pick,4,pick
action,404,"action, actions"
agape|agap,56,"Agape|agap, Agape|Agap"
via,109,via
depart,3,"Department, departs, departments"
janni,1,janni
''usa,19,''USA
vin,3,vin
vir,1,vir
chinesetext,2,ChineseText
gratuit,25,gratuitous
select,19,"selection, select, Selection"
kan,1,kan
1love,1,1love
goeth,11,Goethe
morn,2,morning
6,37,6
firth,1,firth
''erotikon:,1,''Erotikon:
more,1886,"more, MORE, More"
cacu,1,Cacu
door,13,door
cquote|,2,cquote|
hundr,1,hundred
take”,1,take”
"self-seeking,",2,"self-seeking,"
naemaeum,1,Naemaeum
merriam-webster.com/dictionary/lov,1,merriam-webster.com/dictionary/love
oxytocin,273,"oxytocin, Oxytocin"
compani,58,"Companies, company, companies, Company"
disapproi,1,disapproI
fatal,9,fatal
guru,176,guru
patriarch,2,patriarchal
venusian,3,Venusian
morgan,2,Morgan
learn,298,"learning, Learn, learn"
bower,1,Bowers
male,208,"male, MALE, Male, males"
dodi,9,dodi
disapprov,71,disapproval
pessia,7,Pessia
salti,1,salty
|http,1,|http
scan,60,"scan, scans"
//www.bovered.co.uk/love.php,1,//www.bovered.co.uk/love.php
challeng,1,challenging
ref|ackerman,6,ref|ackerman
civilization|,1,civilization|
www.myspace.com/lovehearts150,1,www.myspace.com/lovehearts150
accept,176,"acceptable, acceptance, accepts, accept, Accept, Accepting, accepting, accepted"
autumn,1,AUTUMN
badli,1,badly
ludu,103,Ludus
id=wau9uci1v6kc,3,id=wAU9UCI1V6kC
station,1,Station
jdflkdsklf,1,jdflkdsklf
dress,4,dressing
bonded,88,bondedness
condemn,86,"condemned, condemn"
huge,8,huge
xxxx,2,"XXXX, xxxx"
clint,1,Clint
“full,1,“full
taiwanes,2,Taiwanese
stafford.they,1,stafford.they
cling,103,clinging
|title=lov,6,|title=Love
simpl,207,"simple, Simple"
resaon,1,resaon
maara,6,Maara
referenc,19,"referencing, referenced"
pederast,98,pederastic
wiley,2,Wiley
maark,1,MAark
u..lol,1,U..lol
xochipilli,103,Xochipilli
director,1,Director
''storg,152,"''storge, ''storg"
lanka,14,Lanka
mous,1,mouse
circumst,4,circumstances
havelock,9,Havelock
♥,2,♥
sraight,1,sraight
rukha,19,Rukha
levitica,1,Levitica
'what,2,'What
imageri,1,imagery
taṇhā|desir,7,Taṇhā|desire
fatuou,46,Fatuous
leviticu,110,Leviticus
gikfkjikmkl,6,gikfkjikmkl
ito,5,ito
phototrop,8,Phototropism
psychology|self-esteem,1,psychology|self-esteem
leigh,1,leigh
pant,3,"pants, PANTS"
trade,5,trade
//mundaneblacksociety.blogspot.com/,1,//mundaneblacksociety.blogspot.com/
paper,1,paper
scott,46,"scott, Scott"
surgeon,1,surgeon
skene,1,Skene
disun,1,disunity
alli,4,"Ally, Allie, Alli"
merriam-webst,1,Merriam-Webster
rapidli,1,rapidly
===the,1,===The
*sinhalese:,1,*Sinhalese:
all|,1,All|
7751,138,7751
sign.jpg|thumb|160px|capit,2,Sign.jpg|thumb|160px|Capitalism
lacey,1,Lacey
"it,",1,"it,"
year=1994,64,year=1994
olivia,8,"olivia, Olivia, OLIVIA"
thereof,1,thereof
*2007,1,*2007
tiangular,1,Tiangular
ayn,8,Ayn
document,1,document
nohibokom,1,Nohibokom
nohibokon,1,Nohibokon
main|religi,2,main|Religious
jsdf,1,jsdf
*osetian:,1,*Osetian:
authent,24,"authentic, authenticity"
achiev,170,"achieved, achieving, achieve"
reactiv,11,reactive
====jen====,5,====Jen====
0-201-00560-3,2,0-201-00560-3
denna,1,denna
found,782,found
loosli,1,loosly
love|quot,11,Love|Quotes
inclin,15,"inclined, inclination"
eyelash,1,eyelashes
tre,1,tres
flksdjflksdfjklsfjskldfjslakd,1,flksdjflksdfjklsfjskldfjslakd
realli,166,"really, Really, REALLY, realli"
doset,2,Doset
abstractly-ori,56,abstractly-oriented
iran|persian,4,Iran|Persian
rashe,1,Rasheed
''non-specif,1,''non-specific
20.3,1,20.3
closest,1,closest
intimacy.,8,intimacy.
20.8,1,20.8
sutherland,2,SUTHERLAND
bbfbbfbbf115|bbfbbfbbf115,2,Bbfbbfbbf115|Bbfbbfbbf115
****,2,****
research,244,"researchers, researcher, Research, researched, research"
bubbl,1,BUBBLE
"intimacy,",1,"intimacy,"
//www.religiousbook.net/books/online_books/pr/practices_14.html,1,//www.religiousbook.net/Books/Online_books/Pr/Practices_14.html
qualifi,3,"qualify, qualified"
belief,97,"beliefs, belief"
nothingless,1,nothingless
ō,35,ō
lifestyl,1,lifestyles
believ,1072,"BELIEVE, believers, believer, believes, believing, believed, believe"
shotgun,1,shotgun
//www.heavenonastick.com/whatididforlove/,13,//www.heavenonastick.com/whatididforlove/
prefac,1,Preface
devoid,1,devoid
//www.lovelandia.com,1,//www.lovelandia.com
kama_in_hindu,1,Kama_in_Hinduism
nusser,1,nusser
*mania,3,*Mania
testament,303,Testament
faileth,5,faileth
beleiv,2,beleive
major,222,"majority, major, Major"
*kurdish:,1,*Kurdish:
number,272,"numbers, Number, number"
siyama,1,Siyama
tangl,1,tangled
2r923,1,2r923
anti-repress,1,anti-repressive
thif,2,thIf
mee-lyu,1,mee-lyu
florist,1,florists
euphemist,231,"euphemistic, euphemistically"
differ,2317,"different, difference, differences, differ, Different, differing, differs, Difference"
974,1,974
fuller,123,fuller
guest,206,guest
id=isbn,104,id=ISBN
benedict,36,Benedict
avec,2,avec
nomo,44,Nomos
“looks”,1,“looks”
limerence|crush,38,"Limerence|crush, Limerence|Crush"
ilysfm,1,ilysfm
jeg,6,Jeg
saint,179,"saints, Saint"
illeg,2,illegal
jen,19,"jen, Jen"
''crystal,1,''crystallized
"first,",1,"First,"
commonplac,100,commonplace
relationship,2745,"relationships, Relationships, Relationship, relationship"
eros_,28,Eros_
love-zh.png|thumb|th,2,Love-zh.png|thumb|The
graci,2,gracie
first=,1,first=
we’v,1,We’ve
rain,3,rain
first1,2,first1
grace,294,"graceful, grace, gracefully"
déplacement,1,Déplacement
iranian,5,Iranian
dramawiki,1,DramaWiki
ljdfj,1,ljdfj
aah,1,aahe
vocal,1,vocalizations
freud,6,Freud
ishtar,36,Ishtar
aap,2,aap
arrang,179,arranged
==what,3,==What
caitlyn,1,Caitlyn
basicli,1,basicly
romance|romant,2,Romance|romantic
|small=y,1,|small=yes
29|kama,43,29|Kama
mensch,1,Mensch
belli,2,"bellies, Bellis"
gaskel,1,Gaskell
bibliophilia,53,Bibliophilia
packag,2,package
graffito,2,Graffito
graffiti,1,Graffiti
blond,1,blond
margin-left,1,margin-left
//www.kriyayoga.com/love/love.html,1,//www.kriyayoga.com/love/love.html
3:16-18,24,3:16-18
geneva,5,Geneva
equival,5,equivalent
carlo,4,carlos
self,141,"Self, self"
3:16-17,66,3:16-17
also,1850,"also, ALSO, Also"
'doost,3,'doost
"instead,",2,"Instead,"
shamoon,1,Shamoon
giblet,1,giblets
play,351,"playful, play, played, Played, playing"
brendon,1,BRENDON
oometh,1,Oomething
libhoun,19,Libhoun
nasal,1,nasalized
twine,16,"twines, twine"
henosi,1,Henosis
plan,4,"planning, Plan"
wive,14,wives
69-17443,60,69-17443
|venu,105,|Venus
r.j.|title=lik,2,R.J.|title=Liking
===abraham,5,===Abrahamic
cover,31,"cover, covers, covering"
asuf,1,ASUFS
coven,3,Covenant
ext,2,ext
abnorm,74,abnormal
|attitud,28,|attitude
barren,1,barren
main|lovemap,1,main|lovemap
bulletin,192,Bulletin
1.22.21-1.40.44,1,1.22.21-1.40.44
//www.thinkingaloud.com/love/,1,//www.thinkingaloud.com/love/
ugh,1,ugh
lorna,6,"lorna, LORNA, lornas, Lorna"
jurisdict,1,jurisdictions
makikh,18,Makikh
biophilia|biophilia,53,biophilia|Biophilia
moroccan,2,Moroccan
‘wo,5,‘Wo
love|romant,4,love|romantically
naomi,1,NAOMI
reput,1,reputation
you/lov,1,you/love
affin,122,"affinities, affinity, Affinities"
impact,6,impact
love====,2,love====
writer,137,"writer, writers, Writer"
solut,1,solution
kade,2,kades
thoughout,2,Thoughout
'affect,113,'affection
|up,1,|up
"pleasure,",1,"pleasure,"
factor,285,"factor, Factor, factors"
mergefrom|tru,15,mergefrom|True
languages====,1,languages====
''desir,1,''desires
89e4t,1,89e4t
fsad,1,fsad
resent,27,"resentment, resentful, resent"
peril,52,peril
preetisutten,2,preetisuttene
isbn-10,14,ISBN-10
isbn-13,14,ISBN-13
compass,380,"compassion, Compassion"
dangsineul,2,Dangsineul
dustin,6,"dustin, DUSTIN, Dustin"
5:22,1,5:22
",16",5,",16"
hjanghan,1,Hjanghan
acut,3,acute
enemi,63,"enemy, enemies"
beatles|beatl,3,Beatles|Beatles
fuzzi,1,fuzzy
river,48,"river, rivers"
*basque:,1,*Basque:
set,186,"set, sets"
ser,1,ser
berscheid,62,Berscheid
affair|extramarit,5,Affair|extramarital
jade,1,Jade
317,1,317
potent,53,potent
sex,701,"SEX, sexes, Sex, sex"
incent,84,incentive
see,1621,"seeing, see, sees, SEE, See"
sea,9,sea
seo,1,Seo
potenc,3,potency
sem,27,"SEM, sem"
outward,1,outward
analog,63,"analogy, analogous, analogs"
eman,2,emanates
shower,1,shower
spiritu,330,"Spiritualism, spiritual, Spirituality, Spiritual, spirituality, Spiritually, spiritually"
dyell,1,Dyell
leg,1,legs
"improve,",1,"improve,"
//dmoz.org/society/relationships/romance/,1,//dmoz.org/Society/Relationships/Romance/
rite,1,RITE
nope,1,nope
rita,2,Rita
ikaw,8,ikaw
signatur,1,Signature
hardship,1,hardship
1984|isbn=0-226-76094-4,2,1984|isbn=0-226-76094-4
acknowledg,2,"acknowledges, Acknowledgement"
self-centered,1,self-centeredness
*ekspreso:,1,*Ekspreso:
incident,3,incidental
|title=pap,5,|title=papal
|loss,2,|loss
pagan,152,pagan
bryn,1,BRYN
self-seek,152,self-seeking
f,12,"F, f"
last,933,"last, lasts, LAST, lasting"
thou,121,"thou, Thou"
jocelyn,1,JOCELYN
retent,3,"retention, Retention"
feminist,5,"feminists, feminist, Feminists"
"verb,",1,"verb,"
natali,10,"natalie, NATALIE, Natalie"
rose,37,"ROSE, roses, Rose"
long-term,231,long-term
"spirit,",2,"Spirit,"
whole,58,"whole, WHOLE, wholeness"
becam,38,became
load,2,"load, LOADS"
episod,4,"Episodes, Episode"
bell,12,bell
sammi,1,Sammy
ashlyn,4,Ashlyn
lingo:,2,lingo:
leon,1,LEON
rofl,1,Rofl
====judaism====,4,====Judaism====
provok,14,"provoked, provoke"
'girlfriend,82,'girlfriend
church,132,"Church, CHURCH, church"
"bitch,",1,"bitch,"
wikisourc,2,Wikisource
esta,1,esta
devin,1,Devin
devil,12,"Devil, devil"
all|lov,2,All|Love
*zazi:,1,*Zazi:
2007-jan-11,1,2007-Jan-11
fjslkfjslk,1,fjslkfjslk
perpetu,7,"perpetuates, perpetual, perpetuated"
早恋,112,早恋
homosexu,68,"homosexuality, Homosexual, homosexual, homosexuals"
looooooooooooooooooooooooooooooooooooov,1,LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOVE
nonexist,56,nonexistent
veneer,1,veneer
firm,1,firm
champion,4,championed
fire,193,fire
descib,6,"descibe, descibed"
remark,1,remarkably
merzbow,1,Merzbow
4kcfptku4qac,1,4KCfPtku4qAC
racer,1,racer
book|author=tennov,5,book|author=Tennov
educ,254,"educational, education, Education"
race|,1,race|
*cebuano:,1,*Cebuano:
liefd,217,Liefde
1051,19,1051
uncertain,3,uncertain
shape.jpg|right|thumb|two,2,shape.jpg|right|thumb|Two
straight,4,"STRAIGHT, straight"
histor,225,"HISTORICAL, Historical, historical, historically, Historically"
durat,1,duration
language|hebrew,94,language|Hebrew
sseason,1,sseason
31,1,31
biophilia,2,biophilia
earli,204,early
''ar-rahim,1,''Ar-Rahim
templeton,129,Templeton
vol,119,"Vol, vol"
"noun,",3,"noun,"
von,11,von
—and,14,—and
peyar,1,Peyar
eve,1,Eve
vou,2,vous
schizoanalysi,2,schizoanalysis
|kama,132,|Kama
chase,2,"chased, Chase"
x69,82,x69
x68,82,x68
"greenwich,",1,"Greenwich,"
hypothesi,212,"hypothesis, Hypothesis"
"india,",1,"India,"
x61,163,x61
co.kr,1,co.kr
shorten,1,shorten
x67,81,x67
minu,8,minus
ama,211,"Amae, amae, amas, ama"
xmdhxedghgrfgfspqlphkq,1,xmdhxedghgrfgfspqlphkq
serum,1,SERA
lechery—and,13,lechery—and
anatom,2,anatomical
юрату,8,Юрату
πη,35,πη
ladi,92,"ladies, lady"
07-01-2008,1,07-01-2008
