,count,inflections
'indebted,80,'indebtedness
activ,541,"activities, activity, active, activated, Active"
child-to-par,9,child-to-parent
différent,1,différents
romantiqu,1,romantique
dissimilar,92,dissimilar
clang,7,clanging
passsion,2,passsionate
inuit,2,Inuit
etcetera,21,etcetera
nick+micheala,2,Nick+Micheala
|one,62,|oneness
clearest,1,clearest
requir,227,"requirement, requires"
prime,2,"Prime, prime"
krishna,16,Krishna
alskar,2,alskar
pimp,2,pimp
artist,67,"artistic, artists, artist"
qing‘,1,Qing‘s
middle-class,4,"Middle-Class, Middle-class"
tiku,1,tiku
*marathi:,1,*Marathi:
roger,126,"Roger, rogering"
978-0060958282,16,978-0060958282
tombolini,1,Tombolini
where,246,"where, Where"
"press,",1,"Press,"
vision,14,"Visions, vision"
b0c4de,3,b0c4de
narada,23,Narada
long-last,26,long-lasting
gour,2,Gour
surgeri,1,surgery
"beings,",2,"beings,"
kuvkuytfiyfyjtfyjtf,1,kuvkuytfiyfyjtfyjtf
marlenn,1,marlenne
isabel,2,Isabel
gangster,3,gangster
====ancient,1,====Ancient
anywayz,2,anywayz
diver,187,"diverse, diversity, diverses"
um,1,um
months—maintain,27,months—maintained
ubiquit,8,ubiquitous
gilkarov,1,Gilkarov
encyloped,1,encylopedic
"man,",1,"man,"
canaanit,36,Canaanite
poopi,1,poopy
b0d4de,1,b0d4de
assumpt,26,assumptions
lettin,2,lettin
convictions.,2,convictions.
screen,103,screening
imran,1,IMRAN
spare,1,spare
ud,1,ud
amori,1,amoris
procreat,1,procreate
//www.siceditorial.com/obra.asp,1,//www.siceditorial.com/obra.asp
non-romant,12,non-romantic
amatoria,76,"amatoria, Amatoria"
fit,3,fit
cycl,4,"cycles, cycle"
unreciproc,20,unreciprocated
s,1206,"s, S"
kapampangan,2,Kapampangan
whimsic,5,whimsical
mani,1327,"Many, many"
''chines,35,''Chinese
suimaru,2,Suimaru
loveliest,1,loveliest
exagger,12,"exaggerated, exaggeration"
twin,2,"Twin, twin"
3006,4,3006
anti,12,anti
crew,8,crew
प्रेम,2,प्रेम
kinna,1,kinna
almighti,1,Almighty
companionship,1,companionship
stretch,2,stretches
west,6,West
lufu,28,"lufu, Lufu"
breath,174,"breath, breathe, breathing, Breathing"
don’t,5,"don’t, Don’t"
teddi,1,Teddy
deuteronomi,144,Deuteronomy
luff,1,luff
tomei,1,Tomei
deadliest,1,deadliest
psychotherapi,6,Psychotherapy
creo,1,creo
admiration|admir,32,Admiration|Admiration
wanta,1,WANTA
.the,1,.the
former,119,former
|title=lik,2,|title=Liking
bhava,3,bhava
（愛）and,12,（愛）and
parleront,1,parleront
====selfless,1,====Selfless
scriptur,52,"scripture, Scripture, Scriptures"
//www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20051225_deus-caritas-est_en.html,15,//www.vatican.va/holy_father/benedict_xvi/encyclicals/documents/hf_ben-xvi_enc_20051225_deus-caritas-est_en.html
forelskels,1,Forelskelse
ive,4,ive
fansasm,1,fansasm
canon,5,Canonical
ivi,20,ivy
bror,1,bror
hannahcccccccccccccahhahahahaahhaahahahaahhahahahhahahaahahhaaaaaaahahahahahahahahahhfffbabdsbfdsjfhdsjkfhsjkfhsdfsjdfdsklfjslkdfjsdlkfjsdklfjsdfkl,1,HANNAhcccccccccccccahhahahahaahhaahahahaahhahahahhahahaahahhaaaaaaahahahahahahahahahhfffbabdsbfdsjfhdsjkfhsjkfhsdfsjdfdsklfjslkdfjsdlkfjsdklfjsdfkl
uses|lov,1,uses|Love
pursu,103,"pursue, pursued"
fame,279,fame
|helen,53,|Helen
smoother,1,smoother
kegan,3,"Kegan, kegan"
econom,11,"economics, economic, Economics"
*malay:,1,*Malay:
enrich,1,enrich
damon,1,Damon
7779,102,7779
//www.templetonpress.org/bookreviews_detail.asp,4,//www.templetonpress.org/bookreviews_detail.asp
sukiyanen,1,Sukiyanen
sefer,2,Sefer
barber,2,Barber
pelvis|pelv,1,pelvis|pelvic
''amicitia,73,''amicitia
extern,8,"Externally, External, external"
fact|date=april,7,Fact|date=April
by-product,3,by-product
mohawk,2,Mohawk
*flemish:,1,*Flemish:
machen,1,machen
temptat,1,Temptation
"sa'di,",1,"Sa'di,"
chennelyn,1,Chennelyn
pacient,1,pacientes
klfd,1,klfds
rest,16,"REST, rest"
steamer,1,Steamer
babyyyyyyi,1,BABYYYYYYY
//www.how-to-kiss.u,3,//www.how-to-kiss.us
|accessdate=25,1,|accessdate=25
foreva,1,FOREVA
concentr,132,"concentrated, concentrate, concentrates, concentrations"
indulg,219,"indulgence, indulge, indulgent"
kirk,1,Kirk
rawrrrrrrrrrrrrrrrrrrrrrrrrr,1,RAWRRRRRRRRRRRRRRRRRRRRRRRRR
littl,368,"little, LITTLE, Little"
pharo,1,Pharos
color,15,colored
nymphomaniac,2,nymphomaniac
joyful,1,joyfull
rejoic,180,"rejoices, rejoice"
around,16,"around, AROUND"
polygamy.,1,polygamy.
libb,44,Libb
libe,1,libe
dark,2,"Dark, dark"
ei=xivct8htdebn0qxykoxldq,12,ei=xIVcT8HTDebN0QXykoXLDQ
pop,51,"popped, popping, Pop, pop"
darl,1,Darling
groups.,37,groups.
wani,1,Wani
meat,2,meat
clan,6,clan
60,1,60s
"dick,",1,"dick,"
stranger,131,"strangers, Stranger"
"hunger,",1,"hunger,"
ξενία,45,ξενία
mykola,1,Mykola
''per,97,''per
rachael,4,RACHAEL
updat,1,update
clay,2,Clay
.plz,1,.PLZ
kh_nhaum,1,kh_nhaum
manag,7,Management
==share,1,==Shared
'passion,34,'passion
"mascaró,",1,"Mascaró,"
platonicschool,77,PlatonicSchool
iuygehdiuyedjhebdauwbhdiuabweldiuabwudybuakwybdauwgduiagdqadad,1,iuygehdiuyedjhebdauwbhdiuabweldiuabwudybuakwybdauwgduiagdqadad
muscl,4,"muscles, muscle"
satisfactori,2,satisfactory
kenrick,5,"Kenrick, KENRICK"
constitut,9,constitute
whooo,1,WHOOO
tave,3,"Tave, TAVE"
poll,349,"Poll, polled, poll"
"wiki,",1,"Wiki,"
luce,1,luce
"companionate,",1,"companionate,"
definit,1507,"Definitional, definition, Definition, definite, definitely, definitively, Definitions, definitions"
kiss.jpg|thumb|right|a,1,Kiss.jpg|thumb|right|A
evolv,41,"evolves, evolving, evolved, evolve"
“ai,1,“Ai
917,2,917
notabl,40,"notably, Notably, notable"
refer,2127,"References, refered, Reference, reference, Refer, referred, references, refers, referring, refer"
khbdavi,1,khbdavi
power,394,"power, Power, powerful"
maplestori,1,maplestory
brit.,2,Brit.
ration,15,"rational, rationalize"
pluralist,15,pluralistic
jahan,1,Jahan
graag,1,graag
standpoint,1,standpoint
thailand,1,Thailand
''fantasi,1,''fantasy
stone,10,"Stone, stone"
post-op,3,"post-operative, Post-operative"
“absolut,1,“absolute
“aşk,1,“aşk
bone,2,"bone, BONE"
neighbor,177,"neighbors, neighbor"
act,492,"acting, act, acted, acts"
luck,5,luck
ياخشى,65,ياخشى
"intellectually,",1,"intellectually,"
|title=confessio,2,|title=Confessio
cara,1,cara
dannil,1,DANNILLE
surinam,2,Surinam
surviv,23,"survive, survival, survived"
homeless,5,homeless
wade,1,Wade
poopoo,2,poopoo
het,3,het
her,255,"Her, her, HER"
"abuse,",1,"abuse,"
dispassion,104,dispassionate
hez,1,hez
sebi,1,SEBI
hee,1,Hee
italia,2,italia
fdsaf,1,fdsaf
racquel,2,Racquel
hej,1,hej
仁,6,仁
ago,14,ago
kahayu,4,kahayu
cultiv,6,cultivate
conclud,2,"concluded, conclude"
pkxxx,1,PKxxx
another.,53,another.
dhaneel,2,Dhaneel
"another,",4,"another,"
mughal,1,Mughal
categor,48,"categorically, categorized"
selvia,1,Selvia
pull,1,pull
assi,1,assis
dirti,2,"dirty, Dirty"
rage,2,rage
selove,1,selovees
saranghapanida,1,Saranghapanida
flirt,84,"flirt, Flirting, flirting"
you”,4,you”
akhtar,4,Akhtar
arounnd,1,arounnd
miłość,189,Miłość
darker,1,darker
gone,90,gone
gong,7,gong
ad,76,"adding, added, ad"
creat,395,"creates, creating, created, create"
af,1,af
ai,362,"ai, AI, Ai"
ah,3,"ah, AH"
name|lov,1,name|Lovers
am,106,"AM, am"
al,75,"AL, als, al"
mundo,4,mundo
kannada,2,Kannada
ap,1,AP
as,8,"ass, ASS"
ar,101,"Ars, ar"
au,4,Au
at,1294,"AT, At, at"
brotherli,101,"Brotherly, brotherly"
av,1,av
'amanti,5,'amanti
az,8,az
cream,120,"CREAM, cream"
urwr,1,urwr
puppi,186,"Puppy, puppy"
trueopenlove.org/reference/ancientlovepoetry.html,1,TrueOpenLove.org/reference/AncientLovePoetry.html
abolish,1,abolishes
1111,1,1111
2006-11-15,1,2006-11-15
nerve-rack,14,nerve-racking
foggi,1,FOGGY
sculptur,19,sculpture
"oh,",1,"Oh,"
shaun,4,Shaun
genuin,26,genuine
terri,2,"terry, Terry"
org,1,org
|right,2,|right
a.,16,A.
brotherhood,87,brotherhood
veri,380,"very, VERY, Very"
===persian===,7,===Persian===
natalia,1,Natalia
you=m,2,You=Me
mask,26,mask
raphael,38,Raphael
adam,20,"ADAM, Adams, adam, Adam"
"finally,",1,"finally,"
posbbil,1,posbbile
==definitions==,37,==Definitions==
scn,27,scn
consider,175,"consideration, considerable"
illustr,268,"Illustrated, illustrated, illustration"
*korean:,1,*Korean:
//flatrock.org.nz/topics/relationships/from_love_and_limerence.htm,5,//flatrock.org.nz/topics/relationships/from_love_and_limerence.htm
elements:,1,elements:
reson,1,resonance
nors,103,Norse
subjug,45,subjugation
tangsinul,2,Tangsinul
"duty,",1,"duty,"
incap,1,incapable
tu,3,"tu, Tu"
tr,157,"TR, tr"
intertwin,77,intertwined
tn,1,TNS
to,19894,"To, to, TO"
tl,157,tl
taim,2,Taim
|bow,3,|bow
th,78,th
ti,15,"ti, TI, Ti"
tg,4,tg
td,1,TD
te,158,"Te, te, TE"
norm,1,norm
ta,41,"Ta, ta"
corollari,51,corollaries
732-309-9136,1,732-309-9136
reader,2,readers
longtim,1,longtime
chavalinha,1,chavalinha
candid,36,candidate
candic,5,"Candice, CANDICE"
"instinct,",1,"instinct,"
*malayalam:,1,*Malayalam:
strang,30,"Strange, strange"
''amār,17,"''amāre, ''Amāre"
"notably,",1,"Notably,"
appart,1,appart
harri,5,"Harris, HARRIS, HARRY"
mandi,5,"Mandi, Mandy"
t.,8,T.
sang,2,"Sang, SANG"
sand,1,sand
sane,2,sane
nowiki,6,nowiki
small,74,"small, Small"
mammal,101,"mammal, mammals"
dsa,1,dsa
lecheri,80,lechery
doubter,10,Doubter
ಪ್ರೀತಿ,4,ಪ್ರೀತಿ
traditional:,1,traditional:
đầu,1,Đầu
sunfire98|sunfire98,1,Sunfire98|Sunfire98
past,11,past
12–24,27,12–24
hanrahan,1,Hanrahan
eds.,1,eds.
anywho,1,anywho
tiffani,2,"Tiffani, Tiffany"
section,3,section
''—or,2,''—or
"amator,",1,"amator,"
delet,2,delete
të,2,të
ilya,1,Ilya
method,4,"Method, method"
contrast,649,"contrasts, contrasted, contrast"
luci,5,"LUCY, Lucy, lucy"
''idem,1,''Idem
myanmar,3,Myanmar
full,110,"full, Fullness"
sentient,6,sentient
|volume=16,2,|volume=16
infin,3,infinity
ganda,4,ganda
rakkau,211,Rakkaus
*latvian:,1,*Latvian:
inher,215,"inherent, inherently, inher"
hast,2,hast
legend,1,legends
/band,1,/Band
hopeth,10,hopeth
ecstat,57,ecstatic
hewalayan,1,Hewalayan
mcuh,2,mcuh
prior,40,prior
pick,4,pick
action,403,"action, actions"
agape|agap,53,"Agape|agap, Agape|Agap"
via,107,via
depart,3,"Department, departs, departments"
janni,1,janni
''usa,19,''USA
vin,3,vin
vir,1,vir
chinesetext,2,ChineseText
gratuit,26,gratuitous
select,17,"Selection, select"
kan,1,kan
1love,1,1love
goeth,11,Goethe
morn,2,morning
6,38,6
firth,1,firth
more,1921,"more, MORE, More"
cacu,1,Cacu
door,9,door
hundr,1,hundred
take”,1,take”
"self-seeking,",2,"self-seeking,"
naemaeum,1,Naemaeum
oxytocin,276,"oxytocin, Oxytocin"
compani,59,"companies, company, Companies, Company"
disapproi,1,disapproI
guru,174,guru
patriarch,2,patriarchal
venusian,3,Venusian
morgan,3,Morgan
learn,302,"learning, Learn, learn"
bower,1,Bowers
male,208,"male, MALE, Male, males"
dodi,8,dodi
disapprov,72,disapproval
pessia,6,Pessia
salti,1,salty
|http,1,|http
scan,60,"scan, scans"
//www.bovered.co.uk/love.php,1,//www.bovered.co.uk/love.php
challeng,1,challenging
ref|ackerman,5,ref|ackerman
www.myspace.com/lovehearts150,1,www.myspace.com/lovehearts150
accept,184,"acceptable, acceptance, accepts, accept, Accept, Accepting, accepting, accepted"
autumn,1,AUTUMN
badli,1,badly
ludu,103,Ludus
id=wau9uci1v6kc,6,id=wAU9UCI1V6kC
station,1,Station
jdflkdsklf,1,jdflkdsklf
dress,4,dressing
bonded,88,bondedness
condemn,84,"condemned, condemn"
huge,13,huge
xxxx,2,"XXXX, xxxx"
clint,1,Clint
“full,1,“full
taiwanes,2,Taiwanese
stafford.they,2,stafford.they
cling,104,clinging
|title=lov,6,|title=Love
simpl,207,"simple, Simple"
resaon,1,resaon
maara,4,Maara
referenc,19,"referencing, referenced"
pederast,98,pederastic
wiley,1,Wiley
maark,1,MAark
u..lol,1,U..lol
xochipilli,103,Xochipilli
director,1,Director
''storg,151,"''storge, ''storg"
lanka,12,Lanka
mous,1,mouse
circumst,5,circumstances
havelock,8,Havelock
♥,1,♥
sraight,1,sraight
rukha,19,Rukha
levitica,1,Levitica
'what,2,'What
imageri,1,imagery
taṇhā|desir,17,Taṇhā|desire
fatuou,48,Fatuous
leviticu,110,Leviticus
gikfkjikmkl,6,gikfkjikmkl
ito,5,ito
phototrop,10,Phototropism
psychology|self-esteem,2,psychology|self-esteem
leigh,1,leigh
pant,3,"pants, PANTS"
trade,14,trade
//mundaneblacksociety.blogspot.com/,1,//mundaneblacksociety.blogspot.com/
paper,1,paper
scott,45,"scott, Scott"
skene,1,Skene
disun,1,disunity
alli,4,"Ally, Allie, Alli"
rapidli,1,rapidly
===the,1,===The
*sinhalese:,1,*Sinhalese:
7751,134,7751
sign.jpg|thumb|160px|capit,2,Sign.jpg|thumb|160px|Capitalism
lacey,1,Lacey
"it,",1,"it,"
year=1994,67,year=1994
olivia,8,"olivia, Olivia, OLIVIA"
thereof,1,thereof
*2007,1,*2007
tiangular,1,Tiangular
abi,2,abi
document,1,document
nohibokom,1,Nohibokom
nohibokon,1,Nohibokon
main|religi,1,main|Religious
jsdf,1,jsdf
*osetian:,1,*Osetian:
authent,25,"authentic, authenticity"
achiev,170,"achieved, achieving, achieve"
reactiv,11,reactive
====jen====,4,====Jen====
denna,1,denna
found,777,found
loosli,1,loosly
love|quot,12,Love|Quotes
inclin,15,"inclined, inclination"
eyelash,1,eyelashes
tre,1,tres
flksdjflksdfjklsfjskldfjslakd,1,flksdjflksdfjklsfjskldfjslakd
realli,171,"really, Really, REALLY, realli"
doset,2,Doset
abstractly-ori,57,abstractly-oriented
iran|persian,6,Iran|Persian
rashe,1,Rasheed
''non-specif,1,''non-specific
20.3,1,20.3
closest,1,closest
intimacy.,10,intimacy.
20.8,1,20.8
sutherland,2,SUTHERLAND
bbfbbfbbf115|bbfbbfbbf115,2,Bbfbbfbbf115|Bbfbbfbbf115
****,2,****
research,243,"researched, researcher, Research, researchers, research"
bubbl,1,BUBBLE
//www.religiousbook.net/books/online_books/pr/practices_14.html,1,//www.religiousbook.net/Books/Online_books/Pr/Practices_14.html
bye,1,bye
qualifi,3,"qualify, qualified"
belief,93,"beliefs, belief"
nothingless,1,nothingless
ō,35,ō
lifestyl,1,lifestyles
believ,1078,"BELIEVE, believers, believer, believes, believing, believed, believe"
//www.heavenonastick.com/whatididforlove/,13,//www.heavenonastick.com/whatididforlove/
prefac,2,Preface
devoid,1,devoid
//www.lovelandia.com,1,//www.lovelandia.com
kama_in_hindu,2,Kama_in_Hinduism
nusser,1,nusser
*mania,3,*Mania
testament,292,Testament
faileth,5,faileth
beleiv,2,beleive
major,218,"majority, major, Major"
*kurdish:,1,*Kurdish:
number,276,"numbers, Number, number"
siyama,1,Siyama
tangl,1,tangled
col|colwidth=20em,1,col|colwidth=20em
2r923,1,2r923
anti-repress,2,anti-repressive
thif,1,thIf
mee-lyu,1,mee-lyu
florist,1,florists
euphemist,224,"euphemistic, euphemistically"
2007-12-,1,2007-12-
differ,2355,"different, Difference, differences, Different, differing, differs, difference"
974,1,974
fuller,124,fuller
guest,210,guest
id=isbn,105,id=ISBN
benedict,33,Benedict
avec,2,avec
nomo,45,Nomos
“looks”,1,“looks”
limerence|crush,38,"Limerence|crush, Limerence|Crush"
ilysfm,1,ilysfm
jeg,6,Jeg
saint,172,"saints, Saint"
illeg,2,illegal
jen,23,"jen, Jen"
''crystal,1,''crystallized
commonplac,101,commonplace
relationship,2764,"relationships, Relationships, Relationship, relationship"
press|year=1998|isbn=0-19-283372-3,2,Press|year=1998|isbn=0-19-283372-3
eros_,32,Eros_
love-zh.png|thumb|th,1,Love-zh.png|thumb|The
graci,2,gracie
1089,1,1089
we’v,1,We’ve
grace,299,"graceful, grace, gracefully"
déplacement,1,Déplacement
|small=yes|expiry=decemb,1,|small=yes|expiry=December
iranian,4,Iranian
dramawiki,1,DramaWiki
ljdfj,1,ljdfj
aah,1,aahe
vocal,1,vocalizations
freud,8,Freud
ishtar,36,Ishtar
aap,2,aap
love-triangle.jpg|375px|right|sternburg,1,Love-triangle.jpg|375px|right|Sternburg
arrang,182,arranged
==what,4,==What
caitlyn,1,Caitlyn
basicli,1,basicly
romance|romant,5,Romance|romantic
29|kama,42,29|Kama
"“jealousy,",1,"“jealousy,"
mensch,1,Mensch
belli,2,"bellies, Bellis"
gaskel,1,Gaskell
bibliophilia,53,Bibliophilia
packag,2,package
graffito,2,Graffito
blond,1,blond
"single,",1,"single,"
//www.kriyayoga.com/love/love.html,1,//www.kriyayoga.com/love/love.html
3:16-18,22,3:16-18
equival,6,equivalent
carlo,4,carlos
self,134,self
3:16-17,69,3:16-17
also,1852,"also, ALSO, Also"
'doost,5,'doost
"instead,",2,"Instead,"
shamoon,1,Shamoon
giblet,1,giblets
play,354,"playful, play, played, Played, playing"
brendon,1,BRENDON
oometh,1,Oomething
libhoun,19,Libhoun
nasal,1,nasalized
twine,20,"twines, twine"
virus,1,Viruses
plan,4,"planning, Plan"
wive,13,wives
69-17443,56,69-17443
|venu,105,|Venus
r.j.|title=lik,6,R.J.|title=Liking
===abraham,4,===Abrahamic
cover,30,"cover, covering"
asuf,1,ASUFS
coven,3,Covenant
ext,2,ext
abnorm,75,abnormal
|attitud,32,|attitude
barren,1,barren
main|lovemap,1,main|lovemap
bulletin,189,Bulletin
1.22.21-1.40.44,1,1.22.21-1.40.44
//www.thinkingaloud.com/love/,1,//www.thinkingaloud.com/love/
ugh,1,ugh
lorna,6,"lorna, LORNA, lornas, Lorna"
jurisdict,1,jurisdictions
makikh,17,Makikh
biophilia|biophilia,53,biophilia|Biophilia
moroccan,2,Moroccan
‘wo,9,‘Wo
love|romant,4,love|romantically
naomi,1,NAOMI
reput,1,reputation
you/lov,1,you/love
affin,118,"affinities, affinity, Affinities"
impact,4,impact
love====,1,love====
writer,137,"writer, writers, Writer"
solut,1,solution
kade,2,kades
thoughout,1,Thoughout
'affect,115,'affection
|up,1,|up
"pleasure,",1,"pleasure,"
factor,276,"Factor, factor, factors"
mergefrom|tru,15,mergefrom|True
89e4t,1,89e4t
fsad,1,fsad
resent,28,"resentment, resentful, resent"
peril,64,peril
preetisutten,2,preetisuttene
isbn-10,10,ISBN-10
isbn-13,10,ISBN-13
compass,378,"compassion, Compassion"
silli,3,"Silly, silly"
dangsineul,2,Dangsineul
dustin,6,"dustin, DUSTIN, Dustin"
5:22,1,5:22
",16",6,",16"
hjanghan,1,Hjanghan
acut,3,acute
enemi,61,"enemy, enemies"
beatles|beatl,5,Beatles|Beatles
fuzzi,1,fuzzy
river,51,"river, rivers"
*basque:,1,*Basque:
set,200,"set, sets"
ser,1,ser
berscheid,55,Berscheid
affair|extramarit,4,Affair|extramarital
jade,1,Jade
317,1,317
potent,53,potent
sex,695,"SEX, sexes, sex, Sex"
incent,83,incentive
see,1636,"seeing, See, sees, SEE, see"
sea,10,sea
seo,1,Seo
sen,752,"senses, sense, sens"
sem,27,"SEM, sem"
outward,3,outward
analog,59,"analogy, analogous, analogs"
eman,2,emanates
shower,1,shower
spiritu,333,"Spirituality, spiritual, Spiritually, Spiritual, spiritually"
dyell,1,Dyell
leg,1,legs
"improve,",1,"improve,"
//dmoz.org/society/relationships/romance/,1,//dmoz.org/Society/Relationships/Romance/
rite,1,RITE
nope,1,nope
rita,3,Rita
ikaw,8,ikaw
signatur,1,Signature
hardship,1,hardship
1984|isbn=0-226-76094-4,4,1984|isbn=0-226-76094-4
acknowledg,2,"acknowledges, Acknowledgement"
self-centered,1,self-centeredness
*ekspreso:,1,*Ekspreso:
incident,3,incidental
|title=pap,2,|title=papal
|loss,2,|loss
pagan,149,pagan
bryn,1,BRYN
self-seek,152,self-seeking
f,12,"F, f"
last,927,"last, lasts, LAST, lasting"
thou,122,"thou, Thou"
jocelyn,1,JOCELYN
retent,2,"retention, Retention"
feminist,5,"feminists, feminist, Feminists"
natali,10,"natalie, NATALIE, Natalie"
rose,42,"ROSE, roses, Rose"
long-term,229,long-term
"spirit,",2,"Spirit,"
whole,63,"whole, WHOLE, wholeness"
becam,37,became
load,2,"load, LOADS"
episod,4,"Episodes, Episode"
drunk,79,drunk
sammi,1,Sammy
8128,1,8128
lingo:,2,lingo:
leon,1,LEON
rofl,1,Rofl
====judaism====,3,====Judaism====
provok,14,"provoked, provoke"
'girlfriend,80,'girlfriend
church,132,"Church, CHURCH, church"
"bitch,",1,"bitch,"
wikisourc,4,Wikisource
esta,1,esta
devin,1,Devin
devil,10,"Devil, devil"
all|lov,2,All|Love
*zazi:,1,*Zazi:
2007-jan-11,1,2007-Jan-11
fjslkfjslk,1,fjslkfjslk
perpetu,9,"perpetuates, perpetual, perpetuated"
早恋,111,早恋
homosexu,67,"homosexuality, Homosexual, homosexual, homosexuals"
looooooooooooooooooooooooooooooooooooov,1,LOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOVE
nonexist,55,nonexistent
veneer,1,veneer
firm,1,firm
champion,5,championed
fire,196,fire
descib,6,"descibe, descibed"
remark,1,remarkably
merzbow,1,Merzbow
racer,1,racer
book|author=tennov,5,book|author=Tennov
educ,251,"educational, education, Education"
*cebuano:,1,*Cebuano:
liefd,226,Liefde
1051,19,1051
uncertain,3,uncertain
shape.jpg|right|thumb|two,3,shape.jpg|right|thumb|Two
straight,4,"STRAIGHT, straight"
histor,226,"HISTORICAL, Historical, historical, historically, Historically"
language|hebrew,93,language|Hebrew
sseason,1,sseason
31,1,31
biophilia,2,biophilia
earli,201,early
''ar-rahim,1,''Ar-Rahim
templeton,128,Templeton
vol,119,"Vol, vol"
"noun,",2,"noun,"
von,11,von
—and,12,—and
peyar,1,Peyar
eve,1,Eve
vou,2,vous
schizoanalysi,4,schizoanalysis
vanish,5,vanish
chase,2,"chased, Chase"
x69,83,x69
x68,83,x68
"greenwich,",1,"Greenwich,"
hypothesi,217,"hypothesis, Hypothesis"
"india,",1,"India,"
x61,166,x61
co.kr,1,co.kr
shorten,1,shorten
x67,83,x67
minu,8,minus
read,233,"READ, reads, READING, read, reading"
xmdhxedghgrfgfspqlphkq,1,xmdhxedghgrfgfspqlphkq
13:13|,2,13:13|
lechery—and,11,lechery—and
anatom,2,anatomical
юрату,8,Юрату
πη,35,πη
ladi,91,"ladies, lady"
07-01-2008,1,07-01-2008
chese,3,Chesed
recent,386,"recently, Recently, Recent, recent"
kno,1,kno
limerence|publisher=maryland,5,Limerence|publisher=Maryland
kelli,21,"KELLY, kelly, Kelly"
child.jpg|thumb|left|grandmoth,1,child.jpg|thumb|left|Grandmother
uidaodjsdsew.gif|200px|thumb|right|th,20,uidaodjsdsew.gif|200px|thumb|right|The
