,count,inflections
achiev,46,"achieves, Achievement, achieved, achieving, achievement"
compris,1,comprised
knight,2,knight
ceas,2,cease
found,31,"founded, found"
friendship,35,friendship
sumprem,2,sumpreme
1873,7,1873
harm,3,"harmful, harm, harming"
-base,2,-based
mental,42,"mental, mentally"
|url=http,5,|url=http
gamaya,6,gamaya
main|wisdom,5,main|wisdom
idea,60,"idea, ideas"
realli,39,"REALLY, really"
heavi,2,heavy
connect,8,"connections, connection, connected"
zohar,9,Zohar
quantum,3,quantum
slave,1,slave
energi,21,energy
beyond,30,Beyond
event,219,"events, event"
standard,62,"standardized, standard"
renaiss,23,"Renaissance, renaissance"
flower,4,flower
safeti,8,Safety
suprem,5,"supreme, Supreme"
//www.alavibohra.org/hikmat.htm,1,//www.alavibohra.org/hikmat.htm
"traditionally,",1,"Traditionally,"
robert,42,Robert
sagacity|sagac,4,sagacity|sagacity
christianity|christian,31,Christianity|Christian
publish,61,"Publishers, Publishing, Published, publisher"
talk:49.139.99.176|talk,1,talk:49.139.99.176|talk
//www.m-w.com/dictionary/wisdom,4,//www.m-w.com/dictionary/wisdom
9:10,33,9:10
36718-2,1,36718-2
hill,1,hill
7,9,7
sloan,17,Sloan
hoit,1,HoIts
*e.f.,2,*E.F.
benjamin,6,Benjamin
qualifi,7,"qualify, qualified, qualifiers"
wisest,18,"Wisest, wisest"
saccidananda,1,Saccidananda
belief,103,"beliefs, belief"
buddhisam,2,Buddhisam
advanc,3,advanced
blunder,2,"blundered, blunders"
eddi,1,Eddie
pub,2,Pub
wolrd,1,wolrd
pleasant,32,pleasant
reason,280,"reason, reasoning, reasonable"
base,14,"base, based"
believ,118,"believing, believed, believe"
===hinduism===,2,===Hinduism===
ask,92,"Asking, asks, ask, asked"
teach,100,"teachings, teaching, teach, teaches"
hermet,4,Hermetic
atma,8,Atma
basi,8,basis
prefac,7,preface
reflist|2,1,reflist|2
e.g,5,e.g
yshvo,1,YshVO
prophet,88,"Prophets, prophets, Prophet, prophet"
'scientific-knowledg,1,'Scientific-Knowledge
“there,1,“there
american,31,American
perman,3,permanence
w,1,W
testament,53,Testament
proposit,40,propositional
奴+心=怒,1,奴+心=怒
lifetim,5,"lifetimes, lifetime"
bhaktivinoda,1,Bhaktivinoda
assign,1,assigning
feed,2,feeds
isbn-13:,2,ISBN-13:
major,11,"majority, major, Major"
rb.jpg|thumb|200px|,18,RB.jpg|thumb|200px|
dont,3,dont
2003|locat,3,2003|location
silatunirmut,4,Silatunirmut
feel,16,"feel, feelings"
famou,31,famous
number,29,"number, numbers"
evolut,3,evolution
elder,23,"Elder, Elders, elders"
*miller,13,*Miller
dint,1,dint
done,19,done
least,2,least
euphemist,1,euphemistically
ilusorio,2,Ilusorio
miss,4,"miss, missing"
differ,22,"different, differences, Differences, difference"
•,35,•
jew,24,"Jews, Jew"
senses.,1,senses.
coefficient|r,19,coefficient|r
lickin,3,"LICKIN, lickin"
edda,20,Edda
legess,5,Legesse
construct,2,constructed
contributions/65.189.39.143|65.189.39.143,1,Contributions/65.189.39.143|65.189.39.143
stori,1,story
slay,2,slayed
187,1,187
saint,5,"saints, saint"
|page=260,1,|page=260
ton,1,tons
bibleref2|proverbs|8:30,1,bibleref2|Proverbs|8:30
molecular,2,molecular
banana,3,"bananas, banana"
store,7,"stored, store"
components:,3,components:
adher,6,adherence
example.jpg|caption1,1,Example.jpg|Caption1
statement,2,statement
relationship,13,"relationships, relationship"
example.jpg|caption2,1,Example.jpg|Caption2
press|location=new,28,"Press|location=New, Press|Location=New"
//www.wanderingsagewisdom.blogspot.com,1,//www.wanderingsagewisdom.blogspot.com
185,1,185
park,5,Park
citizens.,11,citizens.
part,59,"part, parts"
dwell,1,Dwells
pronunci,1,pronunciation
moder,79,"moderation, moderate, moderately"
2012.,2,2012.
sign,1,sign
grace,3,grace
//www.achievement.org/autodoc/page/sal0int-8,2,//www.achievement.org/autodoc/page/sal0int-8
obama,1,Obama
習,1,習
king,85,"king, King, Kings"
kind,15,"kind, kindness, Kindness"
b,19,"B, bs, b"
sta,1,sta
whenev,33,whenever
www.sageadvisor.org,3,www.SageAdvisor.Org
remov,3,"removed, remove"
deuterocanon,5,deuterocanonical
al-'an`ām,10,Al-'An`ām
knive,1,knives
horizont,1,horizontal
youth,17,Youth
i,126,"I, i"
groceri,1,grocery
architect,6,architect
sister,1,sisters
toward,57,"towards, toward"
danc,27,"Dance, dance, dancing"
sense-judg,7,sense-judgment
comput,1,computer
/nowiki,1,/nowiki
mahāsatipaṭṭhāna,1,Mahāsatipaṭṭhāna
egypt===,2,Egypt===
alfr,7,Alfred
shrewd,32,shrewdness
nowledge’,1,nowledge’
261,1,261
‘scientific-learning’,3,"‘scientific-learning’, ‘Scientific-learning’"
my,26,"MY, my, My"
properli,2,properly
also==,21,also==
option,12,options
lie,4,"lie, lying, lies"
built,1,built
zero,2,zero
streetwis,22,Streetwise
self,54,"self, Self"
violat,8,"violation, Violate"
k.,4,K.
ei=5088,22,ei=5088
also,433,"also, Also"
mcneal,13,McNeal
triết,4,triết
build,25,"Building, build"
saggezza,23,Saggezza
euphemism|euphemist,10,euphemism|euphemistically
right-brain,5,right-brain
mose,18,Moses
kleinman,10,Kleinman
play,7,"play, Playing"
distribut,1,distributed
udo,1,udo
bh.,3,BH.
indecis,1,Indecision
endlessli,1,endlessly
kai,1,KAI
english,19,English
reach,4,reaching
rhi,1,rhys
most,114,"most, Most"
11:19,11,11:19
charm,2,charms
charl,18,Charles
go.y=5,3,Go.y=5
judaism|jewish,29,Judaism|Jewish
21-23,1,21-23
www.sacred-texts.com,3,www.sacred-texts.com
cofound,2,cofounder
|publisher=roman-colosseum.info,1,|publisher=Roman-colosseum.info
faith===,1,Faith===
brihadaranyaka,4,Brihadaranyaka
5-6,1,5-6
'horn,2,'horns
samaritan|samaritan,7,Samaritan|Samaritans
f=false|accessdate=8,1,f=false|accessdate=8
clear,92,clear
===abraham,12,===Abrahamic
cover,4,"covered, cover"
bibleref|proverbs|16:16,3,bibleref|Proverbs|16:16
destruct,6,destruction
ttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttttthhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiisssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssssss,1,TTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTTHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHHIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIIISSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS
velasquez,4,Velasquez
brahmana,2,Brahmanas
clean,3,clean
bibleref|psalm|75:5,2,bibleref|Psalm|75:5
weigh,4,"weigh, weighing"
tratdit,1,tratdition
awesom,1,awesome
visibl,5,visible
reincarn,2,Reincarnation
commerc,1,commerce
ridicul,2,ridicule
gold,9,gold
psycan,1,Psycanics
jaret,2,Jaret
personif,47,"personification, Personification"
humil,11,humility
noblest,30,noblest
refend,3,refend
rén,2,rén
ata’,1,ata’
particularli,4,particularly
luqman,55,Luqman
''birth,2,''birth
brahman,2,Brahman
find,102,"finding, find"
violenc,1,violence
cell,1,cell
giant,1,giant
drumbeat,2,drumbeat
chaste.,5,chaste.
pretti,1,pretty
franklin’,2,Franklin’s
trust|location=wilmett,6,Trust|location=Wilmette
==buddhism==,1,==Buddhism==
flesh,1,flesh
solut,90,"Solutions, solution, Solution, solutions"
1914,1,1914
能人，能仁,1,能人，能仁
allegorywisdomstrength.png||thumb|200px|right|detail,2,AllegoryWisdomStrength.PNG||thumb|200px|right|Detail
20knowledg,2,20knowledge
importance-inline|date=decemb,4,importance-inline|date=December
8,35,8
sabiduría,24,Sabiduría
//209.161.33.50/dictionary/wisdom,4,//209.161.33.50/dictionary/wisdom
gaming/rpg,2,gaming/RPG
personhood,9,personhood
"ayurvede,",1,"ayurvede,"
illus,2,illusion
oneself.som,1,oneself.Some
secular,39,secular
express,9,"express, expression, expressed"
intang,5,intangible
''sapienc,6,''sapience
nativ,14,Native
"sagacity,",2,"sagacity,"
|meti,42,|Metis
compass,5,compassion
pride/defiance/an,1,Pride/Defiance/an
duplicit,11,duplicitous
//www.systems-thinking.org/dikw/dikw.htm,3,//www.systems-thinking.org/dikw/dikw.htm
sunni,1,Sunni
him,16,"him, Him"
wisdom2,1,wisdom2
continuum,1,continuum
bahá'u'lláh,2,Bahá'u'lláh
cyclic,5,"cyclical, cyclic"
timeless,5,timeless
brahma’,2,Brahma’s
75:5,6,75:5
antiqu,38,"antiquity, Antiquity"
|editor=peterson,1,|editor=Peterson
liltoyntia,1,liltoyntia
common,65,common
x,1,x
gospel,4,"Gospel, gospel"
===other,13,===Other
"james,",1,"James,"
book/dic,2,book/dice
hardwir,2,hardwired
mistransl,10,mistranslation
set,12,"setting, set, sets"
art,26,Art
surpass,1,surpasses
delus,2,"delusions, delusion"
311,3,311
ill.|isbn=0877431345|page=46|edition=new,2,Ill.|isbn=0877431345|page=46|edition=New
|year=2003|location=new,2,|year=2003|location=New
snorri,20,Snorri
ayurveda,9,"ayurveda, Ayurveda"
see,106,"seeing, see, sees, SEE, See"
dumb,5,dumb
are,501,"Are, are, ARE"
sunni|adhan,1,Sunni|Adhan
spirit|,1,Spirit|
ndash,3,ndash
sen,177,"senses, sense"
khakeem,1,Khakeem
skill,12,"skillful, skills"
analog,4,Analogy
//www.wisdomquotes.vardh.com/,1,//www.wisdomquotes.vardh.com/
spiritu,127,"spirituality, Spiritual, Spirituality, spiritual"
portabl,1,Portable
expert,12,"experts, Expert"
merci,5,merciful
macgregor,16,MacGregor
someth,33,something
healthy.,5,healthy.
liddel,16,Liddell
utopia,14,utopia
|publisher=spring,1,|publisher=Springer
yoda,1,Yoda
nuanc,5,nuance
vedanta,2,Vedanta
perspective/wisdom,28,perspective/wisdom
honour,2,honoured
jiena,1,Jiena
flame,3,flame
experi,326,"Experiments, Experiences, Experience, experiences, Experiance, experience"
hippo|st,12,Hippo|St
doves|publisher=bible.cc,2,doves|publisher=Bible.cc
'so,1,'So
altern,14,"alternating, alternatively, alternate, alternately"
lewisshortlatindictionari,6,LewisShortLatinDictionary
latin,23,"Latin, latin"
bibl,98,"Bible, Bibles, bible"
q'uran,7,Q'uran
道：,1,道：
as_maxm_is=0,1,as_maxm_is=0
aspir,2,aspiration
'make,1,'Making
‘learning’,3,‘learning’
succeed,5,"succeed, succeeding"
arrang,16,arranged
distinguish,1,Distinguish
leo,1,Leo
qid=1173381519,4,qid=1173381519
popul,1,population
both,60,"Both, both"
c,60,"C, cs, c"
f,110,f
last,101,"last, lasted, lasting"
deeep,1,deeep
alon,30,alone
-asset,2,-assets
foreign,2,foreign
roman,75,"Romans, Roman, roman"
benefit.wisdom,1,benefit.Wisdom
context,12,"contexts, context"
lasg,1,lasg
long-term,42,long-term
"however,",3,"However,"
bond,2,bonds
whole,8,"whole, wholeness"
//www.kids-iq-tests.com/,1,//www.kids-iq-tests.com/
inapropiet,1,inapropiet
simpli,25,simply
point,6,"points, point"
craftsmanship|url=http,2,craftsmanship|url=http
meta-wisdom,1,meta-wisdom
selden,8,Selden
wisdom’,1,Wisdom’
''allow,1,''allows
scientific-knowledg,3,scientific-knowledge
ravi,1,Ravi
param,3,Param
church,38,church
mistak,3,"mistakes, mistake"
throughout,1,throughout
duh,1,Duh
bibleref|1corinthians|12:8-10,1,bibleref|1Corinthians|12:8-10
pp,10,pp
vertic,1,vertical
surnam,13,surname
pt,25,pt
otherus,13,"otheruses, Otheruses"
‘,32,‘
rishi,3,rishis
due,2,due
|passion,189,|passions
whom,11,whom
secret,13,"secrets, secret"
覺悟,2,覺悟
hexagram,4,hexagram
monthli,2,Monthly
mythology|mesopotamian,28,mythology|Mesopotamian
citation|,26,"citation|, Citation|"
pl,29,pl
strategi,1,strategy
anthoni,20,Anthony
978-0521367189,1,978-0521367189
flight,1,flight
exercis,20,exercise
gay,5,"GAY, gay, gayness"
clariti,7,"clarity, Clarity"
imag,77,"images, image, Image"
remark,10,remarkable
grandios,5,"Grandiose, grandiose"
sr=1-1,6,sr=1-1
coordin,22,coordination
understand,607,"understands, understandings, understanding, understand, Understand, Understanding"
demand,4,demand
3:21,1,3:21
bibleref|2chronicles|1,5,bibleref|2Chronicles|1
educ,18,"educating, Educational, EDUCATION, Education, education"
struck,1,struck
*allen,11,*Allen
look,17,"looking, looked, look, Look"
solid,5,"solid, solidity, Soliders"
histor,2,historical
durat,2,duration
further|sophia,2,Further|Sophia
pace,1,pace
while,77,"while, While"
seed,2,seed
ought,46,ought
behavior,8,"behavior, Behavior"
shift,2,shifts
fun,1,Fun
263,1,263
cloak,1,cloaked
p.,33,"p., P."
31,4,31
real,8,"real, Real"
pragmat,8,pragmatic
dictum,10,dictum
causes:,3,causes:
mystic,5,"mystical, mystically"
von,16,von
astound,2,astounding
vilanayur,3,Vilanayur
contex,1,contex
itself,25,itself
'nformation’,2,'nformation’
virtu,495,"Virtues, Virtue, virtues, virtue"
|sophia,50,"|Sophia, |sophia"
requisit,1,requisite
around,26,around
peoplea,1,peoplea
grant,27,"granted, grant"
bibleref|psalm|75:10,2,bibleref|Psalm|75:10
norton,1,Norton
mudrost,13,Mudrost
=may,8,=May
computer/consol,2,computer/console
pocket-s,2,pocket-size
col-end,1,Col-end
9,10,9
recipi,2,recipient
ray,11,rays
conflict,33,"conflicts, conflict"
higher,1,Higher
reali,1,realy
appreci,35,"appreciation, appreciate"
surv,3,surve
conference|accessdate=13,2,Conference|accessdate=13
imagin,1,imagine
optim,83,"optimally, optimization, Optimal, optimal"
wherea,8,"whereas, Whereas"
yesterday,1,yesterday
shoes.you,1,shoes.You
//sinaitemple.org/learning_with_the_rabbis/sermons/mp3/2012/sermon081812.mp3,2,//sinaitemple.org/learning_with_the_rabbis/sermons/mp3/2012/Sermon081812.mp3
sapienc,14,"Sapience, sapience"
healthi,1,healthy
moment,2,moment
user,3,User
2c_erik,1,2C_Erik
extrem,3,extremely
1968,12,1968
1:7,34,1:7
wisdom|url=http,9,"wisdom|url=http, Wisdom|url=http"
people’,1,people’s
recent,13,"recently, recent"
furthermost,1,furthermost
propon,11,proponent
task,5,task
enjoy.th,2,enjoy.The
older,6,older
"people,",1,"people,"
entri,2,entry
clermont,2,Clermont
cheek,1,Cheek
0123750008,2,0123750008
honor,1,honor
morrow,1,Morrow
person,340,"PERSON, personal, person, Personal, persons, personally, Personality, personality"
de,25,de
thewildwest,1,thewildwest
//www.nick-maxwell.demon.co.uk,47,//www.nick-maxwell.demon.co.uk
chanc,3,chance
elev,3,Elevating
‘scientific-data’,2,‘Scientific-Data’
academ,71,"Academic, academic"
tast,7,taste
stem,1,stem
propos,36,"proposes, proposal, proposed"
explan,10,explanation
عقل,11,عقل
//www.tipitaka.org/stp-pali-eng-parallel,1,//www.tipitaka.org/stp-pali-eng-parallel
دانائی,5,دانائی
endeavour,3,endeavour
jötunn|giant,19,Jötunn|giants
|location=new,1,|location=New
1960,2,1960s
perspicac,5,Perspicacity
collabor,12,collaborators
york|year=1990|pages=160–177|isbn=0521367182,2,York|year=1990|pages=160–177|isbn=0521367182
//archpsyc.ama-assn.org/cgi/content/abstract/66/4/355,13,//archpsyc.ama-assn.org/cgi/content/abstract/66/4/355
'ent,1,'ent
reau,1,Reau
regardless,5,regardless
978-0307269102,2,978-0307269102
85dro,7,85dro
unto,11,unto
thinkexist.com,1,ThinkExist.com
cut,3,"cutting, cuts"
unimportant.2.th,1,unimportant.2.The
botch,1,botched
1076,1,1076
danger,12,"dangerous, dangerously"
1913,2,1913
chán|chan,4,Chán|Chan
theoret,2,"theoretical, theoretically"
107.,9,107.
egypt,2,Egypt
|publisher=goddessgift.com,2,|publisher=Goddessgift.com
exemplifi,1,exemplified
===about,1,===ABOUT
-depth,1,-depth
damagingli,1,damagingly
reproof,1,reproof
sin,1,Sin
useless,1,useless
minerva,12,"Minerva, minerva"
0-8020-2553-6,7,0-8020-2553-6
march,13,March
1091,1,1091
8226,4,8226
innat,2,innate
chán,3,Chán
molecul,1,molecules
intuit,112,"intuition, intuitive, Intuitive, Intuition"
ಬುದ್ಧಿವಂತಿಕೆ,4,ಬುದ್ಧಿವಂತಿಕೆ
judgement,213,"judgement, judgements"
undocument,2,undocumentable
game,13,"game, Games, games"
quest,3,Quest
sternberg|publisher=cambridg,28,Sternberg|publisher=Cambridge
warmth,1,warmth
wiser,2,wiser
17-31,1,17-31
bit,1,bits
awaken,6,"awakening, awakened"
formal,4,formally
pirkei,5,Pirkei
knock,31,"Knocks, knocks"
bout,1,bout
examin,1,examination
lost,27,"lost, Lost"
signal,10,"signals, signaling, signal"
resolv,14,"resolve, resolves"
bahai,3,Bahai
manifest,28,"manifesting, manifested, Manifestation"
aal-imran,3,Aal-Imran
flux,2,flux
//www.goddessgift.com/goddess-myths/greek_goddess_athena.htm|publisher=goddessgift.com,2,//www.goddessgift.com/goddess-myths/greek_goddess_athena.htm|publisher=Goddessgift.com
pithi,1,pithy
experience’,3,experience’
baggag,3,baggage
popular,43,"popular, popularity"
//www.wisdomresearch.org,9,//www.wisdomresearch.org
pilgrimag,10,Pilgrimage
''the,20,''The
encount,2,encounters
hallmark,5,hallmark
often,285,often
acknowledg,3,acknowledge
b.,1,B.
creation,63,"creation, Creation"
some,199,"Some, some"
back,13,back
understood,3,understood
unspecifi,6,unspecified
mmmmm,1,mmmmm
loser,1,loser
sight,2,sight
mirror,1,mirror
|speci,6,|species
presec,1,presecence
processor,4,processor
weisheit,22,Weisheit
wisdom.”_michael,1,wisdom.”_Michael
//www.usc.edu/dept/msa/fundamentals/hadithsunnah/muwatta/059.mmt.html,26,//www.usc.edu/dept/MSA/fundamentals/hadithsunnah/muwatta/059.mmt.html
scale,89,"Scale, scale, scales"
promin,1,Prominent
republ,39,Republic
per,5,per
religion,137,"religion, religions, Religion"
mathemat,7,"mathematical, Mathematical"
larg,1,large
as_drrb_is=q,1,as_drrb_is=q
pee,2,PEE
vervaek,3,Vervaeke
worship,1,Worship
t,2,T
constru,39,construed
bg,4,bg
jona,20,"JONAS, Jonas"
gome,1,gomes
"greene,",1,"Greene,"
"example,",2,"example,"
york|year=1990|pages=160–177|isbn=0-521-36718-2,3,York|year=1990|pages=160–177|isbn=0-521-36718-2
fed,4,fed
bj,1,Bj
rue,2,rue
allegorywisdomstrength.png||thumb|250px|right|detail,7,AllegoryWisdomStrength.PNG||thumb|250px|right|Detail
pietro,4,Pietro
step,11,"step, steps"
patienc,21,"patience, Patience"
book|last=ferrari|first=michel|title=th,3,book|last=Ferrari|first=Michel|title=The
br,42,br
sarah~,3,Sarah~
requier,1,requieres
//reference.bahai.org/en/t/b/tb/tb-11.html|work=tablet,2,//reference.bahai.org/en/t/b/TB/tb-11.html|work=Tablets
by,592,"by, By"
discus,1,discusses
inequit,1,inequitable
react,1,react
''after,1,''After
love===,1,LOVE===
usa,1,USA
age.,51,age.
"47,",1,"47,"
materi,1,material
ordeal,20,ordeals
dn|date=octob,1,dn|date=October
mrs.,1,mrs.
crisi,49,"crisis, Crisis"
countri,1,country
"evil,",1,"evil,"
inpho|idea|1544,2,InPho|idea|1544
universe’,3,"universe’, universe’s"
知+日=智,4,知+日=智
quintessenti,1,quintessential
mouth,16,mouth
=62|,10,=62|
‘wisdom’,10,"‘wisdom’, ‘Wisdom’"
shinobu,5,Shinobu
10:16,11,10:16
every1,1,every1
colorado,21,Colorado
мъдрост,4,Мъдрост
into,48,"Into, into"
within,28,within
24693,7,24693
watt,7,Watts
nevertheless,12,Nevertheless
jimmi,2,jimmy
extraterrestri,9,extraterrestrial
url,26,url
equival,1,equivalent
artifici,9,artificial
wrote:,2,wrote:
bible|graph,4,Bible|graphic
1-19.,7,1-19.
langsath,2,Langsather
righteou,9,righteous
institut,15,"institutional, Institute, institutions"
pedophil,1,pedophile
mythic,9,mythical
question,31,"question, Questions, questions"
percept,252,"perception, perceptions, Perception, perceptiveness"
long,18,"long, Long"
type,19,types
'wean,3,'weaning
handbook,39,"handbook, Handbook"
includ,284,"include, including"
islam,68,Islam
amaz,3,amazement
sinai,2,Sinai
etc,27,etc
self-sacrific,20,self-sacrifice
//jaie.asu.edu/sp/v21s3bra.htm,5,//jaie.asu.edu/sp/V21S3bra.htm
himself,62,himself
repeatedli,1,repeatedly
jewish,23,Jewish
'good,3,'Good
link,15,"Link, links, link, linked"
translat,54,"Translating, translated, translation"
//www.amazon.com/s/ref=nb_ss_b/104-7050689-6708737,3,//www.amazon.com/s/ref=nb_ss_b/104-7050689-6708737
atom,9,"atomism, atomic, atoms"
don,1,Don
line,10,"line, lines"
jacki,1,jackie
utc,3,UTC
paolo,8,Paolo
