,added,deleted,added - deleted,abs(added - deleted)
desert,1.0,1.0,0.0,0.0
deux,1.0,1.0,0.0,0.0
devast,1.0,1.0,0.0,0.0
devil-worshipp,1.0,1.0,0.0,0.0
devin,1.0,1.0,0.0,0.0
devoid,1.0,1.0,0.0,0.0
dey,1.0,1.0,0.0,0.0
dfkldsf,1.0,1.0,0.0,0.0
dhaneel,1.0,1.0,0.0,0.0
dhierra,1.0,1.0,0.0,0.0
diagnost,1.0,1.0,0.0,0.0
diall,1.0,1.0,0.0,0.0
diamond,1.0,1.0,0.0,0.0
diana,1.0,1.0,0.0,0.0
diccionario,1.0,1.0,0.0,0.0
"dick,",1.0,1.0,0.0,0.0
dickless,1.0,1.0,0.0,0.0
dickseeromeoandjuliet.jpg|thumb|upright|archetyp,1.0,1.0,0.0,0.0
dictat,1.0,1.0,0.0,0.0
didt,1.0,1.0,0.0,0.0
"differences,",1.0,1.0,0.0,0.0
différent,1.0,1.0,0.0,0.0
dificil,1.0,1.0,0.0,0.0
dije,1.0,1.0,0.0,0.0
dildo,1.0,1.0,0.0,0.0
dillon,1.0,1.0,0.0,0.0
dilus,1.0,1.0,0.0,0.0
dime,1.0,1.0,0.0,0.0
dink,1.0,1.0,0.0,0.0
dinku,1.0,1.0,0.0,0.0
dinner,1.0,1.0,0.0,0.0
dir,1.0,1.0,0.0,0.0
director,1.0,1.0,0.0,0.0
disapproi,1.0,1.0,0.0,0.0
disav,1.0,1.0,0.0,0.0
disbelief,1.0,1.0,0.0,0.0
discharg,1.0,1.0,0.0,0.0
discourag,1.0,1.0,0.0,0.0
discoveri,1.0,1.0,0.0,0.0
discrib,1.0,1.0,0.0,0.0
disgust,1.0,1.0,0.0,0.0
disgustingli,1.0,1.0,0.0,0.0
dishonor,1.0,1.0,0.0,0.0
disinterest,1.0,1.0,0.0,0.0
dislik,1.0,1.0,0.0,0.0
dismay,1.0,1.0,0.0,0.0
disney,1.0,1.0,0.0,0.0
displac,1.0,1.0,0.0,0.0
disrupt,1.0,1.0,0.0,0.0
dissect,1.0,1.0,0.0,0.0
distingu,1.0,1.0,0.0,0.0
distress,1.0,1.0,0.0,0.0
distribut,1.0,1.0,0.0,0.0
district,1.0,1.0,0.0,0.0
disun,1.0,1.0,0.0,0.0
dit,1.0,1.0,0.0,0.0
divertiss,1.0,1.0,0.0,0.0
dix,1.0,1.0,0.0,0.0
djrttu,1.0,1.0,0.0,0.0
dkff,1.0,1.0,0.0,0.0
dmw,1.0,1.0,0.0,0.0
dn|date=jun,1.0,1.0,0.0,0.0
dobb,1.0,1.0,0.0,0.0
document,1.0,1.0,0.0,0.0
dogging_,1.0,1.0,0.0,0.0
dogmat,1.0,1.0,0.0,0.0
doin,1.0,1.0,0.0,0.0
doll,1.0,1.0,0.0,0.0
domai,1.0,1.0,0.0,0.0
don,1.0,1.0,0.0,0.0
donkey,1.0,1.0,0.0,0.0
doogi,1.0,1.0,0.0,0.0
dooo,1.0,1.0,0.0,0.0
doostat,1.0,1.0,0.0,0.0
dork,1.0,1.0,0.0,0.0
dosent=someon,1.0,1.0,0.0,0.0
dost,1.0,1.0,0.0,0.0
doubl,1.0,1.0,0.0,0.0
dowler,1.0,1.0,0.0,0.0
dq=anti-oedipu,1.0,1.0,0.0,0.0
drama,1.0,1.0,0.0,0.0
dramawiki,1.0,1.0,0.0,0.0
drank,1.0,1.0,0.0,0.0
drawn_love_heart,1.0,1.0,0.0,0.0
driven,1.0,1.0,0.0,0.0
driveway,1.0,1.0,0.0,0.0
drizzl,1.0,1.0,0.0,0.0
drowsi,1.0,1.0,0.0,0.0
dsa,1.0,1.0,0.0,0.0
dsfsad,1.0,1.0,0.0,0.0
dshfjhdscfguksdvcbadsv,1.0,1.0,0.0,0.0
duck,1.0,1.0,0.0,0.0
dude,1.0,1.0,0.0,0.0
duehmig,1.0,1.0,0.0,0.0
duffi,1.0,1.0,0.0,0.0
dugal,1.0,1.0,0.0,0.0
duh,1.0,1.0,0.0,0.0
dungan,1.0,1.0,0.0,0.0
dunkz,1.0,1.0,0.0,0.0
dunn,1.0,1.0,0.0,0.0
duration.,1.0,1.0,0.0,0.0
durign,1.0,1.0,0.0,0.0
dust,1.0,1.0,0.0,0.0
dustin..hmm,1.0,1.0,0.0,0.0
dusty+leah,1.0,1.0,0.0,0.0
duval,1.0,1.0,0.0,0.0
dv,1.0,1.0,0.0,0.0
dyell,1.0,1.0,0.0,0.0
dziemianko,1.0,1.0,0.0,0.0
défens,1.0,1.0,0.0,0.0
déplacement,1.0,1.0,0.0,0.0
déplacent,1.0,1.0,0.0,0.0
e-mail,1.0,1.0,0.0,0.0
e.f.,1.0,1.0,0.0,0.0
e9,1.0,1.0,0.0,0.0
earthquak,1.0,1.0,0.0,0.0
"east,",1.0,1.0,0.0,0.0
easyyyyi,1.0,1.0,0.0,0.0
eather,1.0,1.0,0.0,0.0
ecetera,1.0,1.0,0.0,0.0
ecit,1.0,1.0,0.0,0.0
edf,1.0,1.0,0.0,0.0
edi,1.0,1.0,0.0,0.0
edmond,1.0,1.0,0.0,0.0
eds.,1.0,1.0,0.0,0.0
education|page=402,1.0,1.0,0.0,0.0
education|pages=402–403|isbn=0205358683,1.0,1.0,0.0,0.0
edward,1.0,1.0,0.0,0.0
"effort,",1.0,1.0,0.0,0.0
efgekawmgr,1.0,1.0,0.0,0.0
efgkaemre'klqa,1.0,1.0,0.0,0.0
egalitarian,1.0,1.0,0.0,0.0
ego-cling,1.0,1.0,0.0,0.0
egoim,1.0,1.0,0.0,0.0
egoist,1.0,1.0,0.0,0.0
egpytian,1.0,1.0,0.0,0.0
eguat,1.0,1.0,0.0,0.0
egypt,1.0,1.0,0.0,0.0
egyptian,1.0,1.0,0.0,0.0
eheth,1.0,1.0,0.0,0.0
eii,1.0,1.0,0.0,0.0
einmal,1.0,1.0,0.0,0.0
"ejaculatory,",1.0,1.0,0.0,0.0
elabor,1.0,1.0,0.0,0.0
electrocut,1.0,1.0,0.0,0.0
eli,1.0,1.0,0.0,0.0
elimin,1.0,1.0,0.0,0.0
elisabeth,1.0,1.0,0.0,0.0
ella,1.0,1.0,0.0,0.0
elma,1.0,1.0,0.0,0.0
elsk,1.0,1.0,0.0,0.0
elskar,1.0,1.0,0.0,0.0
elyc,1.0,1.0,0.0,0.0
elyss,1.0,1.0,0.0,0.0
emancipation”,1.0,1.0,0.0,0.0
emb,1.0,1.0,0.0,0.0
emblem-favorites.svg|150px|center|,1.0,1.0,0.0,0.0
embodi,1.0,1.0,0.0,0.0
embrac,1.0,1.0,0.0,0.0
embryon,1.0,1.0,0.0,0.0
emori,1.0,1.0,0.0,0.0
emoticon,1.0,1.0,0.0,0.0
emotion-lov,1.0,1.0,0.0,0.0
emotion|emot,1.0,1.0,0.0,0.0
empaedocl,1.0,1.0,0.0,0.0
empathet,1.0,1.0,0.0,0.0
emphasis,1.0,1.0,0.0,0.0
emphat,1.0,1.0,0.0,0.0
empir,1.0,1.0,0.0,0.0
emtion,1.0,1.0,0.0,0.0
en:,1.0,1.0,0.0,0.0
enabl,1.0,1.0,0.0,0.0
encod,1.0,1.0,0.0,0.0
encount,1.0,1.0,0.0,0.0
encred,1.0,1.0,0.0,0.0
encyloped,1.0,1.0,0.0,0.0
endorphin,1.0,1.0,0.0,0.0
engkau,1.0,1.0,0.0,0.0
"enhancement,",1.0,1.0,0.0,0.0
enighten,1.0,1.0,0.0,0.0
enlarg,1.0,1.0,0.0,0.0
enorm,1.0,1.0,0.0,0.0
enrich,1.0,1.0,0.0,0.0
ent,1.0,1.0,0.0,0.0
entail,1.0,1.0,0.0,0.0
ential,1.0,1.0,0.0,0.0
envis,1.0,1.0,0.0,0.0
epitom,1.0,1.0,0.0,0.0
equivocacion,1.0,1.0,0.0,0.0
equivocarm,1.0,1.0,0.0,0.0
erious,1.0,1.0,0.0,0.0
erm,1.0,1.0,0.0,0.0
erogen,1.0,1.0,0.0,0.0
erota,1.0,1.0,0.0,0.0
eroticism|erot,1.0,1.0,0.0,0.0
erotikon,1.0,1.0,0.0,0.0
erotophobilovea,1.0,1.0,0.0,0.0
ert6p,1.0,1.0,0.0,0.0
erupt,1.0,1.0,0.0,0.0
es,1.0,1.0,0.0,0.0
escap,1.0,1.0,0.0,0.0
escapade,1.0,1.0,0.0,0.0
escenci,1.0,1.0,0.0,0.0
eslewher,1.0,1.0,0.0,0.0
eso,1.0,1.0,0.0,0.0
española,1.0,1.0,0.0,0.0
est.march,1.0,1.0,0.0,0.0
esta,1.0,1.0,0.0,0.0
"esteem',",1.0,1.0,0.0,0.0
esteva,1.0,1.0,0.0,0.0
esto,1.0,1.0,0.0,0.0
etahan,1.0,1.0,0.0,0.0
ethan,1.0,1.0,0.0,0.0
ethnolog,1.0,1.0,0.0,0.0
eultur,1.0,1.0,0.0,0.0
eurekalert,1.0,1.0,0.0,0.0
eve,1.0,1.0,0.0,0.0
ever-grow,1.0,1.0,0.0,0.0
everyda,1.0,1.0,0.0,0.0
everytim,1.0,1.0,0.0,0.0
ewie9,1.0,1.0,0.0,0.0
ewrpeprw,1.0,1.0,0.0,0.0
exact,1.0,1.0,0.0,0.0
exactli,1.0,1.0,0.0,0.0
example:,1.0,1.0,0.0,0.0
exasper,1.0,1.0,0.0,0.0
exceed,1.0,1.0,0.0,0.0
excel,1.0,1.0,0.0,0.0
"excitement,",1.0,1.0,0.0,0.0
expel,1.0,1.0,0.0,0.0
experieinc,1.0,1.0,0.0,0.0
experiment,1.0,1.0,0.0,0.0
experinc,1.0,1.0,0.0,0.0
explicart,1.0,1.0,0.0,0.0
explin,1.0,1.0,0.0,0.0
explod,1.0,1.0,0.0,0.0
expuls,1.0,1.0,0.0,0.0
exream,1.0,1.0,0.0,0.0
exrem,1.0,1.0,0.0,0.0
extens,1.0,1.0,0.0,0.0
exterem,1.0,1.0,0.0,0.0
exult,1.0,1.0,0.0,0.0
eyelash,1.0,1.0,0.0,0.0
eyo,1.0,1.0,0.0,0.0
ez,1.0,1.0,0.0,0.0
ezhel,1.0,1.0,0.0,0.0
eşk,1.0,1.0,0.0,0.0
f***er,1.0,1.0,0.0,0.0
fab,1.0,1.0,0.0,0.0
fabric,1.0,1.0,0.0,0.0
face=georgia,1.0,1.0,0.0,0.0
faculti,1.0,1.0,0.0,0.0
fad,1.0,1.0,0.0,0.0
faggot/bitch,1.0,1.0,0.0,0.0
fagtron,1.0,1.0,0.0,0.0
fair,1.0,1.0,0.0,0.0
fairest,1.0,1.0,0.0,0.0
fanci,1.0,1.0,0.0,0.0
fanella,1.0,1.0,0.0,0.0
fanni,1.0,1.0,0.0,0.0
fansasm,1.0,1.0,0.0,0.0
fantaci,1.0,1.0,0.0,0.0
fantaz,1.0,1.0,0.0,0.0
farc,1.0,1.0,0.0,0.0
farhan,1.0,1.0,0.0,0.0
farili,1.0,1.0,0.0,0.0
farm,1.0,1.0,0.0,0.0
fascin,1.0,1.0,0.0,0.0
fashion,1.0,1.0,0.0,0.0
fatma,1.0,1.0,0.0,0.0
fault,1.0,1.0,0.0,0.0
fav,1.0,1.0,0.0,0.0
faveorit,1.0,1.0,0.0,0.0
façon,1.0,1.0,0.0,0.0
fck,1.0,1.0,0.0,0.0
fdihgjikg,1.0,1.0,0.0,0.0
fdsaf,1.0,1.0,0.0,0.0
fearless,1.0,1.0,0.0,0.0
feint,1.0,1.0,0.0,0.0
feisti,1.0,1.0,0.0,0.0
felip,1.0,1.0,0.0,0.0
felix,1.0,1.0,0.0,0.0
fell,1.0,1.0,0.0,0.0
felo.jpg|,1.0,1.0,0.0,0.0
female-to-mal,1.0,1.0,0.0,0.0
feminin,1.0,1.0,0.0,0.0
fern,1.0,1.0,0.0,0.0
ferranti,1.0,1.0,0.0,0.0
fett,1.0,1.0,0.0,0.0
fewer,1.0,1.0,0.0,0.0
ff00ff,1.0,1.0,0.0,0.0
fgmdhfjsdg,1.0,1.0,0.0,0.0
fiance,1.0,1.0,0.0,0.0
fidei,1.0,1.0,0.0,0.0
fiedler,1.0,1.0,0.0,0.0
fieri,1.0,1.0,0.0,0.0
figment,1.0,1.0,0.0,0.0
figur,1.0,1.0,0.0,0.0
file:2009-valentin,1.0,1.0,0.0,0.0
finder,1.0,1.0,0.0,0.0
fir,1.0,1.0,0.0,0.0
firm,1.0,1.0,0.0,0.0
firth,1.0,1.0,0.0,0.0
fischer,1.0,1.0,0.0,0.0
"fischer,1992",1.0,1.0,0.0,0.0
five,1.0,1.0,0.0,0.0
fjasd,1.0,1.0,0.0,0.0
fjklsdfklsfjslkdfjsfkla,1.0,1.0,0.0,0.0
fjslkfjslk,1.0,1.0,0.0,0.0
fkldsj,1.0,1.0,0.0,0.0
flaccid,1.0,1.0,0.0,0.0
flash,1.0,1.0,0.0,0.0
flew,1.0,1.0,0.0,0.0
flexione:,1.0,1.0,0.0,0.0
flksdfjsdklfjdsklfjsdfkljsdfklasdj,1.0,1.0,0.0,0.0
flksdjflksdfjklsfjskldfjslakd,1.0,1.0,0.0,0.0
float:,1.0,1.0,0.0,0.0
flora,1.0,1.0,0.0,0.0
florist,1.0,1.0,0.0,0.0
flush,1.0,1.0,0.0,0.0
flyboy,1.0,1.0,0.0,0.0
fläskfile,1.0,1.0,0.0,0.0
fofa,1.0,1.0,0.0,0.0
foge,1.0,1.0,0.0,0.0
foggi,1.0,1.0,0.0,0.0
fong,1.0,1.0,0.0,0.0
fool.jpg|frame|i,1.0,1.0,0.0,0.0
foolish,1.0,1.0,0.0,0.0
footbal,1.0,1.0,0.0,0.0
footer,1.0,1.0,0.0,0.0
"for',",1.0,1.0,0.0,0.0
forbidden,1.0,1.0,0.0,0.0
forelskels,1.0,1.0,0.0,0.0
foreva,1.0,1.0,0.0,0.0
forever.”,1.0,1.0,0.0,0.0
forewarn,1.0,1.0,0.0,0.0
format,1.0,1.0,0.0,0.0
forumgroupid=10,1.0,1.0,0.0,0.0
foucault,1.0,1.0,0.0,0.0
fought,1.0,1.0,0.0,0.0
foutolog,1.0,1.0,0.0,0.0
fox,1.0,1.0,0.0,0.0
frame,1.0,1.0,0.0,0.0
franc,1.0,1.0,0.0,0.0
franci,1.0,1.0,0.0,0.0
frankav,1.0,1.0,0.0,0.0
françoi,1.0,1.0,0.0,0.0
fratern,1.0,1.0,0.0,0.0
freakish,1.0,1.0,0.0,0.0
fren,1.0,1.0,0.0,0.0
frequepenisnt,1.0,1.0,0.0,0.0
fret,1.0,1.0,0.0,0.0
friendship-lov,1.0,1.0,0.0,0.0
"friendships,",1.0,1.0,0.0,0.0
friendship”,1.0,1.0,0.0,0.0
fruit,1.0,1.0,0.0,0.0
frère,1.0,1.0,0.0,0.0
fsad,1.0,1.0,0.0,0.0
fsadofsdafjsdakl,1.0,1.0,0.0,0.0
fsorward,1.0,1.0,0.0,0.0
fu*,1.0,1.0,0.0,0.0
fuck==,1.0,1.0,0.0,0.0
fucker,1.0,1.0,0.0,0.0
fudg,1.0,1.0,0.0,0.0
fuke,1.0,1.0,0.0,0.0
fulfill”,1.0,1.0,0.0,0.0
fullmost,1.0,1.0,0.0,0.0
fun-lov,1.0,1.0,0.0,0.0
fundement,1.0,1.0,0.0,0.0
further2|,1.0,1.0,0.0,0.0
fuzzi,1.0,1.0,0.0,0.0
fvnshdlhvb,1.0,1.0,0.0,0.0
führen,1.0,1.0,0.0,0.0
gabbi,1.0,1.0,0.0,0.0
gaelic:,1.0,1.0,0.0,0.0
galactica,1.0,1.0,0.0,0.0
galant,1.0,1.0,0.0,0.0
galatian,1.0,1.0,0.0,0.0
"galaxy,",1.0,1.0,0.0,0.0
galipchak,1.0,1.0,0.0,0.0
galleri,1.0,1.0,0.0,0.0
gana,1.0,1.0,0.0,0.0
gang,1.0,1.0,0.0,0.0
ganz,1.0,1.0,0.0,0.0
gaol,1.0,1.0,0.0,0.0
gar,1.0,1.0,0.0,0.0
garfinkel,1.0,1.0,0.0,0.0
garner,1.0,1.0,0.0,0.0
garrick,1.0,1.0,0.0,0.0
gaskel,1.0,1.0,0.0,0.0
gate,1.0,1.0,0.0,0.0
gather,1.0,1.0,0.0,0.0
gatori,1.0,1.0,0.0,0.0
gattuso,1.0,1.0,0.0,0.0
gaze,1.0,1.0,0.0,0.0
gdaega,1.0,1.0,0.0,0.0
gdfgsdfgdfg,1.0,1.0,0.0,0.0
gdsuxcgyudf,1.0,1.0,0.0,0.0
gear,1.0,1.0,0.0,0.0
geek,1.0,1.0,0.0,0.0
genesi,1.0,1.0,0.0,0.0
genetailia,1.0,1.0,0.0,0.0
genitalia,1.0,1.0,0.0,0.0
genr,1.0,1.0,0.0,0.0
georgia,1.0,1.0,0.0,0.0
"georgina,",1.0,1.0,0.0,0.0
gern,1.0,1.0,0.0,0.0
gerran,1.0,1.0,0.0,0.0
gershman,1.0,1.0,0.0,0.0
gey,1.0,1.0,0.0,0.0
ghe5u,1.0,1.0,0.0,0.0
gherardi,1.0,1.0,0.0,0.0
giant,1.0,1.0,0.0,0.0
giblet,1.0,1.0,0.0,0.0
gif|200px|thumb|right|a,1.0,1.0,0.0,0.0
gif|200px|thumb|right|th,1.0,1.0,0.0,0.0
gif|thumb|right|th,1.0,1.0,0.0,0.0
gigant,1.0,1.0,0.0,0.0
gihigugma,1.0,1.0,0.0,0.0
gilburt,1.0,1.0,0.0,0.0
gilkarov,1.0,1.0,0.0,0.0
gillag,1.0,1.0,0.0,0.0
giraff,1.0,1.0,0.0,0.0
girl-on-girl,1.0,1.0,0.0,0.0
gisel,1.0,1.0,0.0,0.0
gió,1.0,1.0,0.0,0.0
glan,1.0,1.0,0.0,0.0
glanc,1.0,1.0,0.0,0.0
gland|sken,1.0,1.0,0.0,0.0
glass,1.0,1.0,0.0,0.0
glimps,1.0,1.0,0.0,0.0
globalis,1.0,1.0,0.0,0.0
glücklichst,1.0,1.0,0.0,0.0
gmail.com,1.0,1.0,0.0,0.0
goarg,1.0,1.0,0.0,0.0
goat,1.0,1.0,0.0,0.0
godherad,1.0,1.0,0.0,0.0
goin,1.0,1.0,0.0,0.0
golden,1.0,1.0,0.0,0.0
gondola,1.0,1.0,0.0,0.0
gorg,1.0,1.0,0.0,0.0
gorgeou,1.0,1.0,0.0,0.0
gorgiou,1.0,1.0,0.0,0.0
gorjuz,1.0,1.0,0.0,0.0
gorman,1.0,1.0,0.0,0.0
gotten,1.0,1.0,0.0,0.0
govin,1.0,1.0,0.0,0.0
graag,1.0,1.0,0.0,0.0
grab,1.0,1.0,0.0,0.0
grade,1.0,1.0,0.0,0.0
gramo-t,1.0,1.0,0.0,0.0
grandmoth,1.0,1.0,0.0,0.0
granni,1.0,1.0,0.0,0.0
grape,1.0,1.0,0.0,0.0
great..lol,1.0,1.0,0.0,0.0
greatlt,1.0,1.0,0.0,0.0
"greenwich,",1.0,1.0,0.0,0.0
gribi,1.0,1.0,0.0,0.0
grief,1.0,1.0,0.0,0.0
grisbi,1.0,1.0,0.0,0.0
ground-break,1.0,1.0,0.0,0.0
grr,1.0,1.0,0.0,0.0
grrrrrr,1.0,1.0,0.0,0.0
gru,1.0,1.0,0.0,0.0
grutta,1.0,1.0,0.0,0.0
gua,1.0,1.0,0.0,0.0
gubbi,1.0,1.0,0.0,0.0
guevarra,1.0,1.0,0.0,0.0
gum,1.0,1.0,0.0,0.0
gupita,1.0,1.0,0.0,0.0
gupta,1.0,1.0,0.0,0.0
gurl,1.0,1.0,0.0,0.0
guyt,1.0,1.0,0.0,0.0
gv,1.0,1.0,0.0,0.0
gärn,1.0,1.0,0.0,0.0
göran,1.0,1.0,0.0,0.0
habe,1.0,1.0,0.0,0.0
habitu,1.0,1.0,0.0,0.0
habnba,1.0,1.0,0.0,0.0
hadn’t,1.0,1.0,0.0,0.0
hae-yo,1.0,1.0,0.0,0.0
haha==scientif,1.0,1.0,0.0,0.0
hailey,1.0,1.0,0.0,0.0
hairier,1.0,1.0,0.0,0.0
hairypussypics.net/tgp/hairy9/fabfv033.jpg,1.0,1.0,0.0,0.0
hald,1.0,1.0,0.0,0.0
hallmark,1.0,1.0,0.0,0.0
hallucinogen,1.0,1.0,0.0,0.0
halt,1.0,1.0,0.0,0.0
halten,1.0,1.0,0.0,0.0
halverson,1.0,1.0,0.0,0.0
hand.svg|left|30px,1.0,1.0,0.0,0.0
handl,1.0,1.0,0.0,0.0
hang,1.0,1.0,0.0,0.0
hang-ov,1.0,1.0,0.0,0.0
hanley,1.0,1.0,0.0,0.0
hannahcccccccccccccahhahahahaahhaahahahaahhahahahhahahaahahhaaaaaaahahahahahahahahahhfffbabdsbfdsjfhdsjkfhsjkfhsdfsjdfdsklfjslkdfjsdlkfjsdklfjsdfkl,1.0,1.0,0.0,0.0
hanrahan,1.0,1.0,0.0,0.0
hapen,1.0,1.0,0.0,0.0
happiest,1.0,1.0,0.0,0.0
har,1.0,1.0,0.0,0.0
harass,1.0,1.0,0.0,0.0
hardli,1.0,1.0,0.0,0.0
hardship,1.0,1.0,0.0,0.0
hare,1.0,1.0,0.0,0.0
harney,1.0,1.0,0.0,0.0
harrison,1.0,1.0,0.0,0.0
hart,1.0,1.0,0.0,0.0
hattee,1.0,1.0,0.0,0.0
hav,1.0,1.0,0.0,0.0
havin,1.0,1.0,0.0,0.0
havn’t,1.0,1.0,0.0,0.0
hawtn,1.0,1.0,0.0,0.0
hay,1.0,1.0,0.0,0.0
hayden,1.0,1.0,0.0,0.0
hazard,1.0,1.0,0.0,0.0
hazim,1.0,1.0,0.0,0.0
hbfkbnffjkbfkjbfdbdfnsjsdjdyjdjsjsyhjshsffffgjjhfd,1.0,1.0,0.0,0.0
headach,1.0,1.0,0.0,0.0
heart-felt,1.0,1.0,0.0,0.0
heartbeat,1.0,1.0,0.0,0.0
heartbroken,1.0,1.0,0.0,0.0
hearten,1.0,1.0,0.0,0.0
hearts.svg‎|thumb|right|th,1.0,1.0,0.0,0.0
heathrow,1.0,1.0,0.0,0.0
heaven,1.0,1.0,0.0,0.0
heavi,1.0,1.0,0.0,0.0
hebbak,1.0,1.0,0.0,0.0
hee,1.0,1.0,0.0,0.0
heel,1.0,1.0,0.0,0.0
hej,1.0,1.0,0.0,0.0
here.gif|thumb|,1.0,1.0,0.0,0.0
hereaft,1.0,1.0,0.0,0.0
herit,1.0,1.0,0.0,0.0
hervey,1.0,1.0,0.0,0.0
heter,1.0,1.0,0.0,0.0
hewalayan,1.0,1.0,0.0,0.0
hewitt,1.0,1.0,0.0,0.0
hez,1.0,1.0,0.0,0.0
hezdeg,1.0,1.0,0.0,0.0
hezdikhem,1.0,1.0,0.0,0.0
hfdshkfahflksdfjhlksdfhsdlkfjdsflksdjflskdfjhdslfkhsdflksdfjlskdfjsdklfjslf,1.0,1.0,0.0,0.0
hfjfkjyftyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjyjffffffffffffffffffffffffyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyyffffffffffffffffffffffffffffffffuuyftyftftftftf,1.0,1.0,0.0,0.0
hghjghhjk,1.0,1.0,0.0,0.0
hidden,1.0,1.0,0.0,0.0
hideou,1.0,1.0,0.0,0.0
hidiou,1.0,1.0,0.0,0.0
hig,1.0,1.0,0.0,0.0
hilari,1.0,1.0,0.0,0.0
"hindus,",1.0,1.0,0.0,0.0
hip,1.0,1.0,0.0,0.0
hippo|,1.0,1.0,0.0,0.0
hiro,1.0,1.0,0.0,0.0
his/,1.0,1.0,0.0,0.0
hitler,1.0,1.0,0.0,0.0
hjanghan,1.0,1.0,0.0,0.0
hmmmm,1.0,1.0,0.0,0.0
hmmmmm,1.0,1.0,0.0,0.0
hmneva,1.0,1.0,0.0,0.0
hnu,1.0,1.0,0.0,0.0
ho,1.0,1.0,0.0,0.0
hoan,1.0,1.0,0.0,0.0
hoang,1.0,1.0,0.0,0.0
holland,1.0,1.0,0.0,0.0
hollow,1.0,1.0,0.0,0.0
hollywood,1.0,1.0,0.0,0.0
holong,1.0,1.0,0.0,0.0
homi,1.0,1.0,0.0,0.0
homolog,1.0,1.0,0.0,0.0
hone,1.0,1.0,0.0,0.0
honey,1.0,1.0,0.0,0.0
honeybun,1.0,1.0,0.0,0.0
hongkongai,1.0,1.0,0.0,0.0
honour,1.0,1.0,0.0,0.0
"hood,",1.0,1.0,0.0,0.0
hooker,1.0,1.0,0.0,0.0
hop,1.0,1.0,0.0,0.0
hope-faith-lov,1.0,1.0,0.0,0.0
hopeless,1.0,1.0,0.0,0.0
horni,1.0,1.0,0.0,0.0
horsoscop,1.0,1.0,0.0,0.0
hotbitch,1.0,1.0,0.0,0.0
hotmail.co.uk,1.0,1.0,0.0,0.0
houlden,1.0,1.0,0.0,0.0
hourglass,1.0,1.0,0.0,0.0
hournal,1.0,1.0,0.0,0.0
hsnnu,1.0,1.0,0.0,0.0
huang,1.0,1.0,0.0,0.0
hub,1.0,1.0,0.0,0.0
hugged*,1.0,1.0,0.0,0.0
hui,1.0,1.0,0.0,0.0
huk,1.0,1.0,0.0,0.0
humour,1.0,1.0,0.0,0.0
hundr,1.0,1.0,0.0,0.0
"hunger,",1.0,1.0,0.0,0.0
hurdl,1.0,1.0,0.0,0.0
hurri,1.0,1.0,0.0,0.0
hurt.,1.0,1.0,0.0,0.0
hurtslov,1.0,1.0,0.0,0.0
hutchinson,1.0,1.0,0.0,0.0
hutsoal,1.0,1.0,0.0,0.0
huzzah,1.0,1.0,0.0,0.0
hwa,1.0,1.0,0.0,0.0
hwan,1.0,1.0,0.0,0.0
hyun,1.0,1.0,0.0,0.0
hó,1.0,1.0,0.0,0.0
i'a,1.0,1.0,0.0,0.0
i97,1.0,1.0,0.0,0.0
ib'n,1.0,1.0,0.0,0.0
ichema,1.0,1.0,0.0,0.0
id=33,1.0,1.0,0.0,0.0
id=im_noyu7v_uc,1.0,1.0,0.0,0.0
idem,1.0,1.0,0.0,0.0
ideosyncrat,1.0,1.0,0.0,0.0
idiosyncrat,1.0,1.0,0.0,0.0
idiot,1.0,1.0,0.0,0.0
idolatri,1.0,1.0,0.0,0.0
ifon,1.0,1.0,0.0,0.0
ihaveanerection.com,1.0,1.0,0.0,0.0
iiii,1.0,1.0,0.0,0.0
iit,1.0,1.0,0.0,0.0
ikjljklkjljkljkljklj,1.0,1.0,0.0,0.0
ilir,1.0,1.0,0.0,0.0
ilovey,1.0,1.0,0.0,0.0
ilya,1.0,1.0,0.0,0.0
ilysfm,1.0,1.0,0.0,0.0
imadlak,1.0,1.0,0.0,0.0
image:,1.0,1.0,0.0,0.0
imageri,1.0,1.0,0.0,0.0
imma,1.0,1.0,0.0,0.0
immeayredi,1.0,1.0,0.0,0.0
immesur,1.0,1.0,0.0,0.0
"imminent,",1.0,1.0,0.0,0.0
imparti,1.0,1.0,0.0,0.0
imperi,1.0,1.0,0.0,0.0
implact,1.0,1.0,0.0,0.0
impos,1.0,1.0,0.0,0.0
"impossible,",1.0,1.0,0.0,0.0
impostit,1.0,1.0,0.0,0.0
impract,1.0,1.0,0.0,0.0
"improve,",1.0,1.0,0.0,0.0
impuls,1.0,1.0,0.0,0.0
imran,1.0,1.0,0.0,0.0
ina,1.0,1.0,0.0,0.0
inasmuch,1.0,1.0,0.0,0.0
inborn,1.0,1.0,0.0,0.0
incap,1.0,1.0,0.0,0.0
incit,1.0,1.0,0.0,0.0
include:,1.0,1.0,0.0,0.0
incomplet,1.0,1.0,0.0,0.0
increasingli,1.0,1.0,0.0,0.0
incred,1.0,1.0,0.0,0.0
increibl,1.0,1.0,0.0,0.0
