,count added,count deleted,added - deleted,abs(added - deleted)
meanings:,6.0,7.0,-1.0,1.0
merritt,6.0,5.0,1.0,1.0
modul,6.0,5.0,1.0,1.0
morality===,6.0,7.0,-1.0,1.0
newer,6.0,5.0,1.0,1.0
non-prejud,6.0,5.0,1.0,1.0
occasion,6.0,5.0,1.0,1.0
organsims.,6.0,5.0,1.0,1.0
others’,6.0,5.0,1.0,1.0
out-group.,6.0,5.0,1.0,1.0
overlap,6.0,5.0,1.0,1.0
pages=,6.0,5.0,1.0,1.0
par,6.0,5.0,1.0,1.0
pascual-leon,6.0,5.0,1.0,1.0
persons’,6.0,5.0,1.0,1.0
petti,6.0,5.0,1.0,1.0
ph.d.,6.0,5.0,1.0,1.0
poll,6.0,5.0,1.0,1.0
pov|date=may,6.0,7.0,-1.0,1.0
quantit,6.0,5.0,1.0,1.0
rebellion,6.0,7.0,-1.0,1.0
regroup,6.0,7.0,-1.0,1.0
robb,6.0,5.0,1.0,1.0
sarina,6.0,5.0,1.0,1.0
saslow,6.0,5.0,1.0,1.0
saturn,6.0,5.0,1.0,1.0
see|kohlberg,6.0,7.0,-1.0,1.0
self-perpetu,6.0,5.0,1.0,1.0
"sense,",6.0,5.0,1.0,1.0
septemb,6.0,5.0,1.0,1.0
simul,6.0,5.0,1.0,1.0
struct,6.0,5.0,1.0,1.0
"usage,",6.0,5.0,1.0,1.0
volume=7|,6.0,5.0,1.0,1.0
willer,6.0,5.0,1.0,1.0
wisdom,6.0,5.0,1.0,1.0
yourself.,6.0,5.0,1.0,1.0
|date=2012-01-24,6.0,5.0,1.0,1.0
|location=princeton,6.0,5.0,1.0,1.0
|pmc=2872442,6.0,5.0,1.0,1.0
|pmid=20351278,6.0,5.0,1.0,1.0
|publisher=enrichmentjournal.ag.org,6.0,5.0,1.0,1.0
|publisher=springerlink.com,6.0,5.0,1.0,1.0
|title=do,6.0,5.0,1.0,1.0
''further,5.0,6.0,-1.0,1.0
''societi,5.0,4.0,1.0,1.0
//dx.doi.org/10.1007/s11211-007-0034-z,5.0,4.0,1.0,1.0
//philosophynow.org/issues/82/morality_is_a_culturally_conditioned_respons,5.0,4.0,1.0,1.0
//spp.sagepub.com/content/early/2012/04/25/1948550612444137.full.pdf+html,5.0,4.0,1.0,1.0
0967370574.,5.0,4.0,1.0,1.0
14-month,5.0,4.0,1.0,1.0
33–43,5.0,4.0,1.0,1.0
397-410|id=,5.0,4.0,1.0,1.0
3–21,5.0,4.0,1.0,1.0
455–462,5.0,4.0,1.0,1.0
978-0-8147-9714-3|page=,5.0,4.0,1.0,1.0
===neuroimag,5.0,6.0,-1.0,1.0
===religios,5.0,6.0,-1.0,1.0
==an,5.0,6.0,-1.0,1.0
==notes==,5.0,4.0,1.0,1.0
black,5.0,4.0,1.0,1.0
braveri,5.0,4.0,1.0,1.0
brother’,5.0,4.0,1.0,1.0
calm,5.0,4.0,1.0,1.0
chine,5.0,4.0,1.0,1.0
circl,5.0,4.0,1.0,1.0
contentment|edition=,5.0,4.0,1.0,1.0
cowardic,5.0,4.0,1.0,1.0
darwin,5.0,6.0,-1.0,1.0
data,5.0,4.0,1.0,1.0
denmark,5.0,4.0,1.0,1.0
distribut,5.0,4.0,1.0,1.0
divorce|low,5.0,4.0,1.0,1.0
doi=10.1177/0022427801038001001,5.0,4.0,1.0,1.0
doi=10.2307/1384608,5.0,4.0,1.0,1.0
doi=10.2307/1385697,5.0,4.0,1.0,1.0
everyday,5.0,4.0,1.0,1.0
fewer,5.0,4.0,1.0,1.0
first5,5.0,4.0,1.0,1.0
first6,5.0,4.0,1.0,1.0
first7,5.0,4.0,1.0,1.0
for|th,5.0,4.0,1.0,1.0
harmoni,5.0,4.0,1.0,1.0
heroism,5.0,4.0,1.0,1.0
humor,5.0,4.0,1.0,1.0
instincts.,5.0,4.0,1.0,1.0
interference|journal=journ,5.0,4.0,1.0,1.0
journal|last=boehm|first=christopher|title=th,5.0,4.0,1.0,1.0
keeper,5.0,4.0,1.0,1.0
king|mor,5.0,4.0,1.0,1.0
last5,5.0,4.0,1.0,1.0
last6,5.0,4.0,1.0,1.0
last7,5.0,4.0,1.0,1.0
luck,5.0,4.0,1.0,1.0
made-up-as-i-go-along,5.0,6.0,-1.0,1.0
miserli,5.0,4.0,1.0,1.0
moralism,5.0,4.0,1.0,1.0
nb,5.0,6.0,-1.0,1.0
nicer,5.0,4.0,1.0,1.0
nobil,5.0,4.0,1.0,1.0
non,5.0,6.0,-1.0,1.0
p,5.0,4.0,1.0,1.0
phil|year=,5.0,4.0,1.0,1.0
rape—ar,5.0,4.0,1.0,1.0
refend,5.0,4.0,1.0,1.0
"religion,",5.0,4.0,1.0,1.0
render,5.0,4.0,1.0,1.0
responsible.,5.0,6.0,-1.0,1.0
retali,5.0,4.0,1.0,1.0
root,5.0,4.0,1.0,1.0
rule|golden,5.0,4.0,1.0,1.0
scandinavian,5.0,4.0,1.0,1.0
self-control,5.0,4.0,1.0,1.0
self-sacrific,5.0,4.0,1.0,1.0
sensit,5.0,4.0,1.0,1.0
sentenc,5.0,4.0,1.0,1.0
stimulation===,5.0,6.0,-1.0,1.0
sweden,5.0,4.0,1.0,1.0
taxpay,5.0,4.0,1.0,1.0
truthfulness/honesti,5.0,4.0,1.0,1.0
zoroastrian,5.0,4.0,1.0,1.0
zuckerman|first=,5.0,4.0,1.0,1.0
|fit,5.0,6.0,-1.0,1.0
|publisher=th,5.0,4.0,1.0,1.0
|quote=,5.0,4.0,1.0,1.0
“one,5.0,4.0,1.0,1.0
1585,4.0,3.0,1.0,1.0
22,4.0,3.0,1.0,1.0
33-43.,4.0,3.0,1.0,1.0
allegory.jpg|thumb|,4.0,3.0,1.0,1.0
asid,4.0,3.0,1.0,1.0
automat,4.0,3.0,1.0,1.0
"character,",4.0,5.0,-1.0,1.0
cleanup,4.0,3.0,1.0,1.0
com,4.0,3.0,1.0,1.0
"conduct,",4.0,3.0,1.0,1.0
conquests|islam,4.0,3.0,1.0,1.0
dilemma|divin,4.0,5.0,-1.0,1.0
ground,4.0,3.0,1.0,1.0
groups|age-appropriate|oth,4.0,3.0,1.0,1.0
integr,4.0,3.0,1.0,1.0
lang,4.0,5.0,-1.0,1.0
lang|la|moralitas,4.0,3.0,1.0,1.0
main|euthyphro,4.0,5.0,-1.0,1.0
main|ingroup,4.0,3.0,1.0,1.0
"morality,",4.0,5.0,-1.0,1.0
mr,4.0,3.0,1.0,1.0
non-theist,4.0,3.0,1.0,1.0
oftentim,4.0,5.0,-1.0,1.0
portrait,4.0,3.0,1.0,1.0
refbegin,4.0,3.0,1.0,1.0
"second,",4.0,3.0,1.0,1.0
senat,4.0,3.0,1.0,1.0
u.s.,4.0,3.0,1.0,1.0
unaccept,4.0,3.0,1.0,1.0
venetian,4.0,3.0,1.0,1.0
''cross-nat,3.0,2.0,1.0,1.0
//moses.creighton.edu/jrs/2005/2005-11.html,3.0,2.0,1.0,1.0
//www.bloomsbury.com/us/morality-leadership-and-public-policy-9781441144812/,3.0,2.0,1.0,1.0
240,3.0,2.0,1.0,1.0
263,3.0,2.0,1.0,1.0
2nd,3.0,2.0,1.0,1.0
also|sittlichkeit,3.0,2.0,1.0,1.0
arnold,3.0,2.0,1.0,1.0
authority|author,3.0,4.0,-1.0,1.0
blandford,3.0,2.0,1.0,1.0
com.au,3.0,2.0,1.0,1.0
company|improprieti,3.0,2.0,1.0,1.0
continuum,3.0,2.0,1.0,1.0
detriment,3.0,2.0,1.0,1.0
epistemolog,3.0,2.0,1.0,1.0
essay-like|date=march,3.0,4.0,-1.0,1.0
ethics-vs-,3.0,2.0,1.0,1.0
ethics|deontolog,3.0,2.0,1.0,1.0
ethics|norm,3.0,2.0,1.0,1.0
evil|,3.0,2.0,1.0,1.0
garth,3.0,2.0,1.0,1.0
hous,3.0,2.0,1.0,1.0
humanist,3.0,2.0,1.0,1.0
impact,3.0,4.0,-1.0,1.0
"indeed,",3.0,2.0,1.0,1.0
issuanc,3.0,2.0,1.0,1.0
"lie,",3.0,2.0,1.0,1.0
lunn,3.0,2.0,1.0,1.0
main|mores|mor,3.0,4.0,-1.0,1.0
megan,3.0,4.0,-1.0,1.0
merge_to_morality.3f|date=februari,3.0,4.0,-1.0,1.0
merit,3.0,2.0,1.0,1.0
mr.,3.0,4.0,-1.0,1.0
n.,3.0,2.0,1.0,1.0
news,3.0,2.0,1.0,1.0
ontolog,3.0,2.0,1.0,1.0
ontology|mor,3.0,2.0,1.0,1.0
panic,3.0,2.0,1.0,1.0
philosophyblog,3.0,2.0,1.0,1.0
portug,3.0,2.0,1.0,1.0
"r.,",3.0,2.0,1.0,1.0
rigid,3.0,4.0,-1.0,1.0
s/he,3.0,2.0,1.0,1.0
seealso|argu,3.0,2.0,1.0,1.0
smoke,3.0,2.0,1.0,1.0
sphere,3.0,2.0,1.0,1.0
stanford.edu/entries/morality-definition/,3.0,2.0,1.0,1.0
the-distinction-between-ethics-and-mor,3.0,2.0,1.0,1.0
trustworthi,3.0,2.0,1.0,1.0
''ani,2.0,3.0,-1.0,1.0
''contemporari,2.0,1.0,1.0,1.0
.html,2.0,1.0,1.0,1.0
.pdf,2.0,1.0,1.0,1.0
//moses.creighton.edu/jrs/2006/2006-,2.0,1.0,1.0,1.0
//plato.stanford.edu/archives/fall2008/entries/morality-definition/|accessdate=januari,2.0,3.0,-1.0,1.0
//purl,2.0,1.0,1.0,1.0
//www.ericthomasweber.org/weber-rprh.pdf,2.0,1.0,1.0,1.0
/reciproc,2.0,1.0,1.0,1.0
0-078-03824-3,2.0,1.0,1.0,1.0
0-664-20940-8,2.0,1.0,1.0,1.0
0-6911-3703-x,2.0,1.0,1.0,1.0
131-147,2.0,1.0,1.0,1.0
1986|,2.0,1.0,1.0,1.0
2011|,2.0,1.0,1.0,1.0
2011|work=,2.0,1.0,1.0,1.0
401|,2.0,1.0,1.0,1.0
"8,",2.0,1.0,1.0,1.0
==impact,2.0,1.0,1.0,1.0
==in,2.0,1.0,1.0,1.0
==rebellion,2.0,1.0,1.0,1.0
also|argu,2.0,3.0,-1.0,1.0
also|sci,2.0,1.0,1.0,1.0
and/,2.0,1.0,1.0,1.0
"asks,",2.0,1.0,1.0,1.0
behavior.,2.0,1.0,1.0,1.0
bioethics:,2.0,3.0,-1.0,1.0
biology|,2.0,1.0,1.0,1.0
"blanchard,",2.0,1.0,1.0,1.0
childress|,2.0,1.0,1.0,1.0
"choices,",2.0,3.0,-1.0,1.0
churchland,2.0,1.0,1.0,1.0
colloqui,2.0,1.0,1.0,1.0
commonscat|mor,2.0,1.0,1.0,1.0
conceptu,2.0,1.0,1.0,1.0
"conscience,",2.0,3.0,-1.0,1.0
constru,2.0,1.0,1.0,1.0
date=march,2.0,1.0,1.0,1.0
development.png|thumb|,2.0,1.0,1.0,1.0
doesn,2.0,1.0,1.0,1.0
doi=10.1177/0022427889026003002,2.0,1.0,1.0,1.0
edu/entri,2.0,3.0,-1.0,1.0
essay,2.0,1.0,1.0,1.0
expand-sect,2.0,3.0,-1.0,1.0
fallibil,2.0,1.0,1.0,1.0
general==,2.0,1.0,1.0,1.0
good|,2.0,1.0,1.0,1.0
"group,",2.0,1.0,1.0,1.0
hatnot,2.0,1.0,1.0,1.0
htm,2.0,1.0,1.0,1.0
immoralist|oth,2.0,1.0,1.0,1.0
ital,2.0,1.0,1.0,1.0
journal|url,2.0,1.0,1.0,1.0
kohlberg|kohlberg,2.0,1.0,1.0,1.0
lang|la|mor,2.0,1.0,1.0,1.0
lazi,2.0,3.0,-1.0,1.0
la|mor,2.0,3.0,-1.0,1.0
"likewise,",2.0,1.0,1.0,1.0
macquarrie|,2.0,1.0,1.0,1.0
"matter,",2.0,1.0,1.0,1.0
"matthews,",2.0,1.0,1.0,1.0
mcgraw-hill|,2.0,1.0,1.0,1.0
mergefrom|decency|date=novemb,2.0,1.0,1.0,1.0
mergefrom|decency|discuss=talk,2.0,3.0,-1.0,1.0
merger|date=novemb,2.0,3.0,-1.0,1.0
morality|author=,2.0,1.0,1.0,1.0
morals==,2.0,1.0,1.0,1.0
nonbelievers.,2.0,1.0,1.0,1.0
nontheist,2.0,1.0,1.0,1.0
pantheist,2.0,1.0,1.0,1.0
patricia,2.0,1.0,1.0,1.0
philadelphia|,2.0,1.0,1.0,1.0
philosophy|publisher=,2.0,1.0,1.0,1.0
plato,2.0,3.0,-1.0,1.0
pragmat,2.0,1.0,1.0,1.0
press|,2.0,1.0,1.0,1.0
promiscu,2.0,3.0,-1.0,1.0
rachel,2.0,1.0,1.0,1.0
rachels|,2.0,1.0,1.0,1.0
redirect|inappropriate|th,2.0,1.0,1.0,1.0
refimprove|date=march,2.0,3.0,-1.0,1.0
"restraints,",2.0,1.0,1.0,1.0
revelations|critic,2.0,3.0,-1.0,1.0
"secularism,",2.0,1.0,1.0,1.0
self-,2.0,1.0,1.0,1.0
"society,",2.0,3.0,-1.0,1.0
span,2.0,1.0,1.0,1.0
"standards,",2.0,1.0,1.0,1.0
stuart,2.0,1.0,1.0,1.0
sub-system,2.0,1.0,1.0,1.0
"that,",2.0,1.0,1.0,1.0
theft,2.0,3.0,-1.0,1.0
unimport,2.0,3.0,-1.0,1.0
"universal,",2.0,1.0,1.0,1.0
universal.,2.0,1.0,1.0,1.0
university|accessdate=,2.0,1.0,1.0,1.0
university|date=,2.0,1.0,1.0,1.0
university|url=http,2.0,3.0,-1.0,1.0
vernunft,2.0,1.0,1.0,1.0
wicker|date=,2.0,1.0,1.0,1.0
york|,2.0,1.0,1.0,1.0
|moral,2.0,1.0,1.0,1.0
|titl,2.0,1.0,1.0,1.0
''mi,1.0,2.0,-1.0,1.0
''your,1.0,2.0,-1.0,1.0
0093854806293485,1.0,2.0,-1.0,1.0
0729538732,1.0,2.0,-1.0,1.0
1177,1.0,2.0,-1.0,1.0
2012|date=2011-09-26,1.0,2.0,-1.0,1.0
=p,1.0,2.0,-1.0,1.0
"absolute,",1.0,2.0,-1.0,1.0
"activity,",1.0,2.0,-1.0,1.0
appropriate||appropri,1.0,2.0,-1.0,1.0
behavior”,1.0,2.0,-1.0,1.0
bias|date=march,1.0,2.0,-1.0,1.0
"but,",1.0,2.0,-1.0,1.0
by:,1.0,2.0,-1.0,1.0
clarify|date=april,1.0,2.0,-1.0,1.0
cleanup|date=januari,1.0,2.0,-1.0,1.0
cleanup|date=march,1.0,2.0,-1.0,1.0
correlation.,1.0,2.0,-1.0,1.0
decenc,1.0,2.0,-1.0,1.0
democracies:,1.0,2.0,-1.0,1.0
dishonesti,1.0,2.0,-1.0,1.0
distribution.,1.0,2.0,-1.0,1.0
en,1.0,2.0,-1.0,1.0
essay|section|date=march,1.0,2.0,-1.0,1.0
"exercises,",1.0,2.0,-1.0,1.0
"found,",1.0,2.0,-1.0,1.0
"general,",1.0,2.0,-1.0,1.0
"instances,",1.0,2.0,-1.0,1.0
"is,",1.0,2.0,-1.0,1.0
"isabelle,",1.0,2.0,-1.0,1.0
jane,1.0,2.0,-1.0,1.0
juri,1.0,2.0,-1.0,1.0
"laurence,",1.0,2.0,-1.0,1.0
"live,",1.0,2.0,-1.0,1.0
mergefrom,1.0,2.0,-1.0,1.0
moralitas,1.0,2.0,-1.0,1.0
morality|ath,1.0,2.0,-1.0,1.0
news|title=fal,1.0,2.0,-1.0,1.0
nonbeliev,1.0,2.0,-1.0,1.0
off-topic|deontology|date=march,1.0,2.0,-1.0,1.0
off-topic|ethics|date=march,1.0,2.0,-1.0,1.0
pag,1.0,2.0,-1.0,1.0
pov-section|date=march,1.0,2.0,-1.0,1.0
psychology|accept,1.0,2.0,-1.0,1.0
redirect2|acceptable|unacceptable|th,1.0,2.0,-1.0,1.0
reveiw,1.0,2.0,-1.0,1.0
"say,",1.0,2.0,-1.0,1.0
see|good,1.0,2.0,-1.0,1.0
"studies,",1.0,2.0,-1.0,1.0
"time,",1.0,2.0,-1.0,1.0
"trompette,",1.0,2.0,-1.0,1.0
"verschueren,",1.0,2.0,-1.0,1.0
"view,",1.0,2.0,-1.0,1.0
weasel-inline|date=septemb,1.0,2.0,-1.0,1.0
gay,726.0,726.0,0.0,0.0
way,243.0,243.0,0.0,0.0
make,231.0,231.0,0.0,0.0
legal,209.0,209.0,0.0,0.0
relativ,166.0,166.0,0.0,0.0
justifi,161.0,161.0,0.0,0.0
given,156.0,156.0,0.0,0.0
lie,152.0,152.0,0.0,0.0
matter,150.0,150.0,0.0,0.0
basi,131.0,131.0,0.0,0.0
i,130.0,130.0,0.0,0.0
bot,128.0,128.0,0.0,0.0
text,128.0,128.0,0.0,0.0
usag,106.0,106.0,0.0,0.0
...,99.0,99.0,0.0,0.0
ten,99.0,99.0,0.0,0.0
innat,97.0,97.0,0.0,0.0
someon,94.0,94.0,0.0,0.0
correct,91.0,91.0,0.0,0.0
behav,90.0,90.0,0.0,0.0
whose,88.0,88.0,0.0,0.0
lifestyl,87.0,87.0,0.0,0.0
judici,86.0,86.0,0.0,0.0
itself,84.0,84.0,0.0,0.0
assum,83.0,83.0,0.0,0.0
etc,83.0,83.0,0.0,0.0
incest,83.0,83.0,0.0,0.0
invok,82.0,82.0,0.0,0.0
preval,80.0,80.0,0.0,0.0
n't,79.0,79.0,0.0,0.0
speci,79.0,79.0,0.0,0.0
vision,79.0,79.0,0.0,0.0
mere,76.0,76.0,0.0,0.0
inde,73.0,73.0,0.0,0.0
justif,71.0,71.0,0.0,0.0
mdash,71.0,71.0,0.0,0.0
confus,69.0,69.0,0.0,0.0
know,69.0,69.0,0.0,0.0
truth,69.0,69.0,0.0,0.0
מוסר,69.0,69.0,0.0,0.0
moraal,68.0,68.0,0.0,0.0
мораль,67.0,67.0,0.0,0.0
specifi,66.0,66.0,0.0,0.0
debat,65.0,65.0,0.0,0.0
idea,65.0,65.0,0.0,0.0
littl,62.0,62.0,0.0,0.0
aesthet,61.0,61.0,0.0,0.0
influenc,61.0,61.0,0.0,0.0
precept,61.0,61.0,0.0,0.0
rare,61.0,61.0,0.0,0.0
want,61.0,61.0,0.0,0.0
seem,59.0,59.0,0.0,0.0
critic,58.0,58.0,0.0,0.0
reflect,56.0,56.0,0.0,0.0
wiki,56.0,56.0,0.0,0.0
de,55.0,55.0,0.0,0.0
lack,55.0,55.0,0.0,0.0
prefer,55.0,55.0,0.0,0.0
seek,55.0,55.0,0.0,0.0
articl,53.0,53.0,0.0,0.0
sake,53.0,53.0,0.0,0.0
deviat,52.0,52.0,0.0,0.0
systemat,52.0,52.0,0.0,0.0
achiev,51.0,51.0,0.0,0.0
correspond,51.0,51.0,0.0,0.0
mechan,51.0,51.0,0.0,0.0
morálka,51.0,51.0,0.0,0.0
морал,50.0,50.0,0.0,0.0
appreci,49.0,49.0,0.0,0.0
best,49.0,49.0,0.0,0.0
chosen,49.0,49.0,0.0,0.0
emotiv,47.0,47.0,0.0,0.0
enforc,47.0,47.0,0.0,0.0
happen,47.0,47.0,0.0,0.0
literatur,47.0,47.0,0.0,0.0
record,47.0,47.0,0.0,0.0
speaker,47.0,47.0,0.0,0.0
—,47.0,47.0,0.0,0.0
otherwis,46.0,46.0,0.0,0.0
said,46.0,46.0,0.0,0.0
道徳,46.0,46.0,0.0,0.0
bring,45.0,45.0,0.0,0.0
built,45.0,45.0,0.0,0.0
ja,45.0,45.0,0.0,0.0
suffici,45.0,45.0,0.0,0.0
accumul,44.0,44.0,0.0,0.0
busi,44.0,44.0,0.0,0.0
detail,44.0,44.0,0.0,0.0
eo,44.0,44.0,0.0,0.0
moralo,44.0,44.0,0.0,0.0
nobl,44.0,44.0,0.0,0.0
6,43.0,43.0,0.0,0.0
attract,43.0,43.0,0.0,0.0
cell,43.0,43.0,0.0,0.0
civil,43.0,43.0,0.0,0.0
moralė,43.0,43.0,0.0,0.0
pl,43.0,43.0,0.0,0.0
coupl,42.0,42.0,0.0,0.0
difficulti,42.0,42.0,0.0,0.0
eightfold,42.0,42.0,0.0,0.0
get,42.0,42.0,0.0,0.0
hindu,42.0,42.0,0.0,0.0
moralność,42.0,42.0,0.0,0.0
niyama,42.0,42.0,0.0,0.0
row,42.0,42.0,0.0,0.0
ru,42.0,42.0,0.0,0.0
yama,42.0,42.0,0.0,0.0
agenc,41.0,41.0,0.0,0.0
end,41.0,41.0,0.0,0.0
former,41.0,41.0,0.0,0.0
legisl,41.0,41.0,0.0,0.0
lt,41.0,41.0,0.0,0.0
sex,41.0,41.0,0.0,0.0
zh,41.0,41.0,0.0,0.0
道德,41.0,41.0,0.0,0.0
benefici,40.0,40.0,0.0,0.0
commentari,40.0,40.0,0.0,0.0
ever,40.0,40.0,0.0,0.0
instinct,40.0,40.0,0.0,0.0
left,40.0,40.0,0.0,0.0
necessarili,40.0,40.0,0.0,0.0
rights|natur,40.0,40.0,0.0,0.0
sharia|islam,40.0,40.0,0.0,0.0
sv,40.0,40.0,0.0,0.0
up,40.0,40.0,0.0,0.0
condemn,39.0,39.0,0.0,0.0
extend,39.0,39.0,0.0,0.0
field,39.0,39.0,0.0,0.0
gnostic,39.0,39.0,0.0,0.0
harm/car,39.0,39.0,0.0,0.0
depress,38.0,38.0,0.0,0.0
volume=7,38.0,38.0,0.0,0.0
//www.examinethetruth.com/page_morale_01.htm,37.0,37.0,0.0,0.0
ancient,37.0,37.0,0.0,0.0
indian,37.0,37.0,0.0,0.0
lang|la|moralita,37.0,37.0,0.0,0.0
muslim,37.0,37.0,0.0,0.0
ami,36.0,36.0,0.0,0.0
aw,36.0,36.0,0.0,0.0
capit,36.0,36.0,0.0,0.0
concern,36.0,36.0,0.0,0.0
egyptian,36.0,36.0,0.0,0.0
espous,36.0,36.0,0.0,0.0
fairness/reciproc,36.0,36.0,0.0,0.0
five,36.0,36.0,0.0,0.0
insert,36.0,36.0,0.0,0.0
invas,36.0,36.0,0.0,0.0
ma'at,36.0,36.0,0.0,0.0
mark,36.0,36.0,0.0,0.0
realli,36.0,36.0,0.0,0.0
thinker,36.0,36.0,0.0,0.0
truli,36.0,36.0,0.0,0.0
//moses.creighton.edu/jrs/2006/2006-7.html,35.0,35.0,0.0,0.0
agent,35.0,35.0,0.0,0.0
blanchard,35.0,35.0,0.0,0.0
learn,35.0,35.0,0.0,0.0
pt,35.0,35.0,0.0,0.0
taoism,35.0,35.0,0.0,0.0
''see,34.0,34.0,0.0,0.0
busi.0000025040.41263.09,34.0,34.0,0.0,0.0
fed,34.0,34.0,0.0,0.0
fi,34.0,34.0,0.0,0.0
kant|kant,34.0,34.0,0.0,0.0
m.,34.0,34.0,0.0,0.0
moraali,34.0,34.0,0.0,0.0
must,34.0,34.0,0.0,0.0
precis,34.0,34.0,0.0,0.0
theolog,34.0,34.0,0.0,0.0
tri,34.0,34.0,0.0,0.0
yourself,34.0,34.0,0.0,0.0
'polit,33.0,33.0,0.0,0.0
carri,33.0,33.0,0.0,0.0
cours,33.0,33.0,0.0,0.0
hardli,33.0,33.0,0.0,0.0
infring,33.0,33.0,0.0,0.0
maladapt,33.0,33.0,0.0,0.0
marijk,33.0,33.0,0.0,0.0
million,33.0,33.0,0.0,0.0
modesti,33.0,33.0,0.0,0.0
realm,33.0,33.0,0.0,0.0
todd,33.0,33.0,0.0,0.0
verifi,33.0,33.0,0.0,0.0
africa,32.0,32.0,0.0,0.0
bill,32.0,32.0,0.0,0.0
dynam,32.0,32.0,0.0,0.0
equal,32.0,32.0,0.0,0.0
likewis,32.0,32.0,0.0,0.0
morali,32.0,32.0,0.0,0.0
nomin,32.0,32.0,0.0,0.0
realiti,32.0,32.0,0.0,0.0
regener,32.0,32.0,0.0,0.0
south,32.0,32.0,0.0,0.0
//www.ropercenter.uconn.edu/data_access/data/datasets/social_capital_community_survey.html,31.0,31.0,0.0,0.0
absenc,31.0,31.0,0.0,0.0
intend,31.0,31.0,0.0,0.0
internet,31.0,31.0,0.0,0.0
reciprocity|golden,31.0,31.0,0.0,0.0
serv,31.0,31.0,0.0,0.0
third,31.0,31.0,0.0,0.0
turn,31.0,31.0,0.0,0.0
altruism.,30.0,30.0,0.0,0.0
anti-r,30.0,30.0,0.0,0.0
desir,30.0,30.0,0.0,0.0
eg,30.0,30.0,0.0,0.0
elabor,30.0,30.0,0.0,0.0
footnot,30.0,30.0,0.0,0.0
lv,30.0,30.0,0.0,0.0
meant,30.0,30.0,0.0,0.0
morāl,30.0,30.0,0.0,0.0
multivari,30.0,30.0,0.0,0.0
parti,30.0,30.0,0.0,0.0
real,30.0,30.0,0.0,0.0
sq,30.0,30.0,0.0,0.0
abstract,29.0,29.0,0.0,0.0
avail,29.0,29.0,0.0,0.0
darwinian,29.0,29.0,0.0,0.0
interchang,29.0,29.0,0.0,0.0
mar,29.0,29.0,0.0,0.0
mi,29.0,29.0,0.0,0.0
princip,29.0,29.0,0.0,0.0
sr,29.0,29.0,0.0,0.0
written,29.0,29.0,0.0,0.0
access,28.0,28.0,0.0,0.0
around,28.0,28.0,0.0,0.0
coerciv,28.0,28.0,0.0,0.0
diverg,28.0,28.0,0.0,0.0
divinity|divin,28.0,28.0,0.0,0.0
example:,28.0,28.0,0.0,0.0
hell,28.0,28.0,0.0,0.0
let,28.0,28.0,0.0,0.0
matern,28.0,28.0,0.0,0.0
previou,28.0,28.0,0.0,0.0
serious,28.0,28.0,0.0,0.0
awar,27.0,27.0,0.0,0.0
book|,27.0,27.0,0.0,0.0
commandments”,27.0,27.0,0.0,0.0
defect,27.0,27.0,0.0,0.0
effect|westermarck,27.0,27.0,0.0,0.0
etern,27.0,27.0,0.0,0.0
knit,27.0,27.0,0.0,0.0
redirect,27.0,27.0,0.0,0.0
succeed,27.0,27.0,0.0,0.0
via,27.0,27.0,0.0,0.0
web|url=http,27.0,27.0,0.0,0.0
“if,27.0,27.0,0.0,0.0
“religi,27.0,27.0,0.0,0.0
''right,26.0,26.0,0.0,0.0
//plato.stanford.edu/entries/moral-relativism/,26.0,26.0,0.0,0.0
//www.iep.utm.edu/e/ethics.htm,26.0,26.0,0.0,0.0
caesar’s”,26.0,26.0,0.0,0.0
dessek,26.0,26.0,0.0,0.0
disregard,26.0,26.0,0.0,0.0
expand-section|date=jun,26.0,26.0,0.0,0.0
inbreed,26.0,26.0,0.0,0.0
inform,26.0,26.0,0.0,0.0
navig,26.0,26.0,0.0,0.0
owner,26.0,26.0,0.0,0.0
p240,26.0,26.0,0.0,0.0
recent,26.0,26.0,0.0,0.0
regard.,26.0,26.0,0.0,0.0
sensibl,26.0,26.0,0.0,0.0
taxpayer’,26.0,26.0,0.0,0.0
“render,26.0,26.0,0.0,0.0
“true”,26.0,26.0,0.0,0.0
//www.amazon.com/dp/0674356616,25.0,25.0,0.0,0.0
abov,25.0,25.0,0.0,0.0
counter,25.0,25.0,0.0,0.0
egoism,25.0,25.0,0.0,0.0
i.,25.0,25.0,0.0,0.0
ia,25.0,25.0,0.0,0.0
inaccur,25.0,25.0,0.0,0.0
modest,25.0,25.0,0.0,0.0
norma,25.0,25.0,0.0,0.0
ofttim,25.0,25.0,0.0,0.0
organ,25.0,25.0,0.0,0.0
outsid,25.0,25.0,0.0,0.0
similar,25.0,25.0,0.0,0.0
socio-histor,25.0,25.0,0.0,0.0
view.,25.0,25.0,0.0,0.0
viewhold,25.0,25.0,0.0,0.0
authorit,24.0,24.0,0.0,0.0
claims.,24.0,24.0,0.0,0.0
focus,24.0,24.0,0.0,0.0
geeta-kavita.com,24.0,24.0,0.0,0.0
irrelev,24.0,24.0,0.0,0.0
multipl,24.0,24.0,0.0,0.0
ourselv,24.0,24.0,0.0,0.0
parent,24.0,24.0,0.0,0.0
perhap,24.0,24.0,0.0,0.0
present,24.0,24.0,0.0,0.0
told,24.0,24.0,0.0,0.0
'be,23.0,23.0,0.0,0.0
323-348,23.0,23.0,0.0,0.0
